family,seed,C,B,gamma,T_count,T_depth,peak_demand,mean_demand,delta_max,slack_ratio,mean_t_slack,stall,slowdown_ratio,inversion,strong_baseline_inversion,shaping_gain,strong_baseline_shaping_gain,feasible
high_compressibility,3,7,1,0,29,8,6,3.625,0,1.0,3.3448275862068964,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,3,7,2,0,29,8,6,3.625,0,1.0,3.3448275862068964,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,3,7,3,0,29,8,6,3.625,0,1.0,3.3448275862068964,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,3,7,4,0,29,8,6,3.625,0,1.0,3.3448275862068964,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,3,7,5,0,29,8,6,3.625,0,1.0,3.3448275862068964,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,3,7,6,0,29,8,6,3.625,0,1.0,3.3448275862068964,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,3,7,7,0,29,8,6,3.625,0,1.0,3.3448275862068964,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,3,7,8,0,29,8,6,3.625,0,1.0,3.3448275862068964,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,3,7,9,0,29,8,6,3.625,0,1.0,3.3448275862068964,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,3,7,10,0,29,8,6,3.625,0,1.0,3.3448275862068964,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,3,7,11,0,29,8,6,3.625,0,1.0,3.3448275862068964,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,3,7,12,0,29,8,6,3.625,0,1.0,3.3448275862068964,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,3,7,13,0,29,8,6,3.625,0,1.0,3.3448275862068964,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,3,7,14,0,29,8,6,3.625,0,1.0,3.3448275862068964,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,3,7,15,0,29,8,6,3.625,0,1.0,3.3448275862068964,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,5,1,0,23,29,8,7,3.625,23,1.0,3.3793103448275863,1,inf,0,0,0.0,0.0,0
high_compressibility,5,1,1,23,29,8,7,3.625,23,1.0,3.3793103448275863,1,inf,0,0,0.0,0.0,0
high_compressibility,5,1,2,23,29,8,7,3.625,23,1.0,3.3793103448275863,1,inf,0,0,0.0,0.0,0
high_compressibility,5,1,3,23,29,8,7,3.625,23,1.0,3.3793103448275863,1,inf,0,0,0.0,0.0,0
high_compressibility,5,1,4,23,29,8,7,3.625,23,1.0,3.3793103448275863,1,inf,0,0,0.0,0.0,0
high_compressibility,5,1,5,23,29,8,7,3.625,23,1.0,3.3793103448275863,1,inf,0,0,0.0,0.0,0
high_compressibility,5,1,6,23,29,8,7,3.625,23,1.0,3.3793103448275863,1,3.875,1,0,0.06451612903225806,0.0,1
high_compressibility,5,1,7,23,29,8,7,3.625,23,1.0,3.3793103448275863,1,3.875,1,0,0.06451612903225806,0.0,1
high_compressibility,5,1,8,23,29,8,7,3.625,23,1.0,3.3793103448275863,1,3.875,1,0,0.06451612903225806,0.0,1
high_compressibility,5,1,9,23,29,8,7,3.625,23,1.0,3.3793103448275863,1,3.875,1,0,0.06451612903225806,0.0,1
high_compressibility,5,1,10,23,29,8,7,3.625,23,1.0,3.3793103448275863,1,3.875,1,0,0.06451612903225806,0.0,1
high_compressibility,5,1,11,23,29,8,7,3.625,23,1.0,3.3793103448275863,1,3.875,1,0,0.06451612903225806,0.0,1
high_compressibility,5,1,12,23,29,8,7,3.625,23,1.0,3.3793103448275863,1,3.875,1,0,0.06451612903225806,0.0,1
high_compressibility,5,1,13,23,29,8,7,3.625,23,1.0,3.3793103448275863,1,3.875,1,0,0.06451612903225806,0.0,1
high_compressibility,5,1,14,23,29,8,7,3.625,23,1.0,3.3793103448275863,1,3.875,1,0,0.06451612903225806,0.0,1
high_compressibility,5,1,15,23,29,8,7,3.625,23,1.0,3.3793103448275863,1,3.875,1,0,0.06451612903225806,0.0,1
high_compressibility,5,2,0,17,29,8,7,3.625,17,1.0,3.3793103448275863,1,inf,0,0,0.0,0.0,0
high_compressibility,5,2,1,17,29,8,7,3.625,17,1.0,3.3793103448275863,1,inf,0,0,0.0,-0.26666666666666666,0
high_compressibility,5,2,2,17,29,8,7,3.625,17,1.0,3.3793103448275863,1,inf,0,0,0.0,0.0,0
high_compressibility,5,2,3,17,29,8,7,3.625,17,1.0,3.3793103448275863,1,inf,0,0,0.0,0.0,0
high_compressibility,5,2,4,17,29,8,7,3.625,17,1.0,3.3793103448275863,1,inf,0,0,0.0,0.0,0
high_compressibility,5,2,5,17,29,8,7,3.625,17,1.0,3.3793103448275863,1,2.125,1,0,0.11764705882352941,0.0,1
high_compressibility,5,2,6,17,29,8,7,3.625,17,1.0,3.3793103448275863,1,2.125,1,0,0.11764705882352941,0.0,1
high_compressibility,5,2,7,17,29,8,7,3.625,17,1.0,3.3793103448275863,1,2.125,1,0,0.11764705882352941,0.0,1
high_compressibility,5,2,8,17,29,8,7,3.625,17,1.0,3.3793103448275863,1,2.125,1,0,0.11764705882352941,0.0,1
high_compressibility,5,2,9,17,29,8,7,3.625,17,1.0,3.3793103448275863,1,2.125,1,0,0.11764705882352941,0.0,1
high_compressibility,5,2,10,17,29,8,7,3.625,17,1.0,3.3793103448275863,1,2.125,1,0,0.11764705882352941,0.0,1
high_compressibility,5,2,11,17,29,8,7,3.625,17,1.0,3.3793103448275863,1,2.125,1,0,0.11764705882352941,0.0,1
high_compressibility,5,2,12,17,29,8,7,3.625,17,1.0,3.3793103448275863,1,2.125,1,0,0.11764705882352941,0.0,1
high_compressibility,5,2,13,17,29,8,7,3.625,17,1.0,3.3793103448275863,1,2.125,1,0,0.11764705882352941,0.0,1
high_compressibility,5,2,14,17,29,8,7,3.625,17,1.0,3.3793103448275863,1,2.125,1,0,0.11764705882352941,0.0,1
high_compressibility,5,2,15,17,29,8,7,3.625,17,1.0,3.3793103448275863,1,2.125,1,0,0.11764705882352941,0.0,1
high_compressibility,5,3,0,11,29,8,7,3.625,11,1.0,3.3793103448275863,1,inf,0,0,0.0,0.0,0
high_compressibility,5,3,1,11,29,8,7,3.625,11,1.0,3.3793103448275863,1,inf,0,0,0.0,0.0,0
high_compressibility,5,3,2,11,29,8,7,3.625,11,1.0,3.3793103448275863,1,inf,0,0,0.0,0.0,0
high_compressibility,5,3,3,11,29,8,7,3.625,11,1.0,3.3793103448275863,1,inf,0,0,0.0,0.0,0
high_compressibility,5,3,4,11,29,8,7,3.625,11,1.0,3.3793103448275863,1,1.625,1,0,0.23076923076923078,0.0,1
high_compressibility,5,3,5,11,29,8,7,3.625,11,1.0,3.3793103448275863,1,1.5,1,0,0.16666666666666666,0.0,1
high_compressibility,5,3,6,11,29,8,7,3.625,11,1.0,3.3793103448275863,1,1.5,1,0,0.16666666666666666,0.0,1
high_compressibility,5,3,7,11,29,8,7,3.625,11,1.0,3.3793103448275863,1,1.5,1,0,0.16666666666666666,0.0,1
high_compressibility,5,3,8,11,29,8,7,3.625,11,1.0,3.3793103448275863,1,1.5,1,0,0.16666666666666666,0.0,1
high_compressibility,5,3,9,11,29,8,7,3.625,11,1.0,3.3793103448275863,1,1.5,1,0,0.16666666666666666,0.0,1
high_compressibility,5,3,10,11,29,8,7,3.625,11,1.0,3.3793103448275863,1,1.5,1,0,0.16666666666666666,0.0,1
high_compressibility,5,3,11,11,29,8,7,3.625,11,1.0,3.3793103448275863,1,1.5,1,0,0.16666666666666666,0.0,1
high_compressibility,5,3,12,11,29,8,7,3.625,11,1.0,3.3793103448275863,1,1.5,1,0,0.16666666666666666,0.0,1
high_compressibility,5,3,13,11,29,8,7,3.625,11,1.0,3.3793103448275863,1,1.5,1,0,0.16666666666666666,0.0,1
high_compressibility,5,3,14,11,29,8,7,3.625,11,1.0,3.3793103448275863,1,1.5,1,0,0.16666666666666666,0.0,1
high_compressibility,5,3,15,11,29,8,7,3.625,11,1.0,3.3793103448275863,1,1.5,1,0,0.16666666666666666,0.0,1
high_compressibility,5,4,0,6,29,8,7,3.625,5,1.0,3.3793103448275863,1,inf,0,0,0.0,-0.1111111111111111,0
high_compressibility,5,4,1,6,29,8,7,3.625,5,1.0,3.3793103448275863,1,inf,0,0,0.0,-0.1111111111111111,0
high_compressibility,5,4,2,6,29,8,7,3.625,5,1.0,3.3793103448275863,1,inf,0,0,0.0,-0.1111111111111111,0
high_compressibility,5,4,3,6,29,8,7,3.625,5,1.0,3.3793103448275863,1,1.25,0,0,0.0,-0.1111111111111111,1
high_compressibility,5,4,4,6,29,8,7,3.625,5,1.0,3.3793103448275863,1,1.25,0,0,0.0,-0.1111111111111111,1
high_compressibility,5,4,5,6,29,8,7,3.625,5,1.0,3.3793103448275863,1,1.25,0,0,0.0,-0.1111111111111111,1
high_compressibility,5,4,6,6,29,8,7,3.625,5,1.0,3.3793103448275863,1,1.25,0,0,0.0,-0.1111111111111111,1
high_compressibility,5,4,7,6,29,8,7,3.625,5,1.0,3.3793103448275863,1,1.25,0,0,0.0,-0.1111111111111111,1
high_compressibility,5,4,8,6,29,8,7,3.625,5,1.0,3.3793103448275863,1,1.25,0,0,0.0,-0.1111111111111111,1
high_compressibility,5,4,9,6,29,8,7,3.625,5,1.0,3.3793103448275863,1,1.25,0,0,0.0,-0.1111111111111111,1
high_compressibility,5,4,10,6,29,8,7,3.625,5,1.0,3.3793103448275863,1,1.25,0,0,0.0,-0.1111111111111111,1
high_compressibility,5,4,11,6,29,8,7,3.625,5,1.0,3.3793103448275863,1,1.25,0,0,0.0,-0.1111111111111111,1
high_compressibility,5,4,12,6,29,8,7,3.625,5,1.0,3.3793103448275863,1,1.25,0,0,0.0,-0.1111111111111111,1
high_compressibility,5,4,13,6,29,8,7,3.625,5,1.0,3.3793103448275863,1,1.25,0,0,0.0,-0.1111111111111111,1
high_compressibility,5,4,14,6,29,8,7,3.625,5,1.0,3.3793103448275863,1,1.25,0,0,0.0,-0.1111111111111111,1
high_compressibility,5,4,15,6,29,8,7,3.625,5,1.0,3.3793103448275863,1,1.25,0,0,0.0,-0.1111111111111111,1
high_compressibility,5,5,0,3,29,8,7,3.625,3,1.0,3.3793103448275863,1,inf,0,0,0.0,-0.25,0
high_compressibility,5,5,1,3,29,8,7,3.625,3,1.0,3.3793103448275863,1,inf,0,0,0.0,-0.25,0
high_compressibility,5,5,2,3,29,8,7,3.625,3,1.0,3.3793103448275863,1,1.25,0,0,0.0,-0.25,1
high_compressibility,5,5,3,3,29,8,7,3.625,3,1.0,3.3793103448275863,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,5,5,4,3,29,8,7,3.625,3,1.0,3.3793103448275863,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,5,5,5,3,29,8,7,3.625,3,1.0,3.3793103448275863,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,5,5,6,3,29,8,7,3.625,3,1.0,3.3793103448275863,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,5,5,7,3,29,8,7,3.625,3,1.0,3.3793103448275863,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,5,5,8,3,29,8,7,3.625,3,1.0,3.3793103448275863,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,5,5,9,3,29,8,7,3.625,3,1.0,3.3793103448275863,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,5,5,10,3,29,8,7,3.625,3,1.0,3.3793103448275863,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,5,5,11,3,29,8,7,3.625,3,1.0,3.3793103448275863,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,5,5,12,3,29,8,7,3.625,3,1.0,3.3793103448275863,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,5,5,13,3,29,8,7,3.625,3,1.0,3.3793103448275863,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,5,5,14,3,29,8,7,3.625,3,1.0,3.3793103448275863,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,5,5,15,3,29,8,7,3.625,3,1.0,3.3793103448275863,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,5,6,0,1,29,8,7,3.625,1,1.0,3.3793103448275863,1,inf,0,0,0.0,-0.25,0
high_compressibility,5,6,1,1,29,8,7,3.625,1,1.0,3.3793103448275863,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,5,6,2,1,29,8,7,3.625,1,1.0,3.3793103448275863,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,5,6,3,1,29,8,7,3.625,1,1.0,3.3793103448275863,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,5,6,4,1,29,8,7,3.625,1,1.0,3.3793103448275863,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,5,6,5,1,29,8,7,3.625,1,1.0,3.3793103448275863,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,5,6,6,1,29,8,7,3.625,1,1.0,3.3793103448275863,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,5,6,7,1,29,8,7,3.625,1,1.0,3.3793103448275863,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,5,6,8,1,29,8,7,3.625,1,1.0,3.3793103448275863,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,5,6,9,1,29,8,7,3.625,1,1.0,3.3793103448275863,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,5,6,10,1,29,8,7,3.625,1,1.0,3.3793103448275863,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,5,6,11,1,29,8,7,3.625,1,1.0,3.3793103448275863,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,5,6,12,1,29,8,7,3.625,1,1.0,3.3793103448275863,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,5,6,13,1,29,8,7,3.625,1,1.0,3.3793103448275863,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,5,6,14,1,29,8,7,3.625,1,1.0,3.3793103448275863,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,5,6,15,1,29,8,7,3.625,1,1.0,3.3793103448275863,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,5,7,0,0,29,8,7,3.625,0,1.0,3.3793103448275863,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,5,7,1,0,29,8,7,3.625,0,1.0,3.3793103448275863,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,5,7,2,0,29,8,7,3.625,0,1.0,3.3793103448275863,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,5,7,3,0,29,8,7,3.625,0,1.0,3.3793103448275863,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,5,7,4,0,29,8,7,3.625,0,1.0,3.3793103448275863,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,5,7,5,0,29,8,7,3.625,0,1.0,3.3793103448275863,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,5,7,6,0,29,8,7,3.625,0,1.0,3.3793103448275863,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,5,7,7,0,29,8,7,3.625,0,1.0,3.3793103448275863,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,5,7,8,0,29,8,7,3.625,0,1.0,3.3793103448275863,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,5,7,9,0,29,8,7,3.625,0,1.0,3.3793103448275863,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,5,7,10,0,29,8,7,3.625,0,1.0,3.3793103448275863,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,5,7,11,0,29,8,7,3.625,0,1.0,3.3793103448275863,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,5,7,12,0,29,8,7,3.625,0,1.0,3.3793103448275863,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,5,7,13,0,29,8,7,3.625,0,1.0,3.3793103448275863,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,5,7,14,0,29,8,7,3.625,0,1.0,3.3793103448275863,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,5,7,15,0,29,8,7,3.625,0,1.0,3.3793103448275863,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,7,1,0,23,29,8,6,3.625,23,1.0,3.3448275862068964,1,inf,0,0,0.0,0.0,0
high_compressibility,7,1,1,23,29,8,6,3.625,23,1.0,3.3448275862068964,1,inf,0,0,0.0,0.0,0
high_compressibility,7,1,2,23,29,8,6,3.625,23,1.0,3.3448275862068964,1,inf,0,0,0.0,0.0,0
high_compressibility,7,1,3,23,29,8,6,3.625,23,1.0,3.3448275862068964,1,inf,0,0,0.0,0.0,0
high_compressibility,7,1,4,23,29,8,6,3.625,23,1.0,3.3448275862068964,1,inf,0,0,0.0,0.0,0
high_compressibility,7,1,5,23,29,8,6,3.625,23,1.0,3.3448275862068964,1,3.875,1,0,0.06451612903225806,0.0,1
high_compressibility,7,1,6,23,29,8,6,3.625,23,1.0,3.3448275862068964,1,3.875,1,0,0.06451612903225806,0.0,1
high_compressibility,7,1,7,23,29,8,6,3.625,23,1.0,3.3448275862068964,1,3.875,1,0,0.06451612903225806,0.0,1
high_compressibility,7,1,8,23,29,8,6,3.625,23,1.0,3.3448275862068964,1,3.875,1,0,0.06451612903225806,0.0,1
high_compressibility,7,1,9,23,29,8,6,3.625,23,1.0,3.3448275862068964,1,3.875,1,0,0.06451612903225806,0.0,1
high_compressibility,7,1,10,23,29,8,6,3.625,23,1.0,3.3448275862068964,1,3.875,1,0,0.06451612903225806,0.0,1
high_compressibility,7,1,11,23,29,8,6,3.625,23,1.0,3.3448275862068964,1,3.875,1,0,0.06451612903225806,0.0,1
high_compressibility,7,1,12,23,29,8,6,3.625,23,1.0,3.3448275862068964,1,3.875,1,0,0.06451612903225806,0.0,1
high_compressibility,7,1,13,23,29,8,6,3.625,23,1.0,3.3448275862068964,1,3.875,1,0,0.06451612903225806,0.0,1
high_compressibility,7,1,14,23,29,8,6,3.625,23,1.0,3.3448275862068964,1,3.875,1,0,0.06451612903225806,0.0,1
high_compressibility,7,1,15,23,29,8,6,3.625,23,1.0,3.3448275862068964,1,3.875,1,0,0.06451612903225806,0.0,1
high_compressibility,7,2,0,17,29,8,6,3.625,17,1.0,3.3448275862068964,1,inf,0,0,0.0,0.0,0
high_compressibility,7,2,1,17,29,8,6,3.625,17,1.0,3.3448275862068964,1,inf,0,0,0.0,-0.26666666666666666,0
high_compressibility,7,2,2,17,29,8,6,3.625,17,1.0,3.3448275862068964,1,inf,0,0,0.0,0.0,0
high_compressibility,7,2,3,17,29,8,6,3.625,17,1.0,3.3448275862068964,1,inf,0,0,0.0,0.0,0
high_compressibility,7,2,4,17,29,8,6,3.625,17,1.0,3.3448275862068964,1,2.125,1,0,0.11764705882352941,0.0,1
high_compressibility,7,2,5,17,29,8,6,3.625,17,1.0,3.3448275862068964,1,2.125,1,0,0.11764705882352941,0.0,1
high_compressibility,7,2,6,17,29,8,6,3.625,17,1.0,3.3448275862068964,1,2.125,1,0,0.11764705882352941,0.0,1
high_compressibility,7,2,7,17,29,8,6,3.625,17,1.0,3.3448275862068964,1,2.125,1,0,0.11764705882352941,0.0,1
high_compressibility,7,2,8,17,29,8,6,3.625,17,1.0,3.3448275862068964,1,2.125,1,0,0.11764705882352941,0.0,1
high_compressibility,7,2,9,17,29,8,6,3.625,17,1.0,3.3448275862068964,1,2.125,1,0,0.11764705882352941,0.0,1
high_compressibility,7,2,10,17,29,8,6,3.625,17,1.0,3.3448275862068964,1,2.125,1,0,0.11764705882352941,0.0,1
high_compressibility,7,2,11,17,29,8,6,3.625,17,1.0,3.3448275862068964,1,2.125,1,0,0.11764705882352941,0.0,1
high_compressibility,7,2,12,17,29,8,6,3.625,17,1.0,3.3448275862068964,1,2.125,1,0,0.11764705882352941,0.0,1
high_compressibility,7,2,13,17,29,8,6,3.625,17,1.0,3.3448275862068964,1,2.125,1,0,0.11764705882352941,0.0,1
high_compressibility,7,2,14,17,29,8,6,3.625,17,1.0,3.3448275862068964,1,2.125,1,0,0.11764705882352941,0.0,1
high_compressibility,7,2,15,17,29,8,6,3.625,17,1.0,3.3448275862068964,1,2.125,1,0,0.11764705882352941,0.0,1
high_compressibility,7,3,0,11,29,8,6,3.625,11,1.0,3.3448275862068964,1,inf,0,0,0.0,0.09090909090909091,0
high_compressibility,7,3,1,11,29,8,6,3.625,11,1.0,3.3448275862068964,1,inf,0,0,0.0,0.09090909090909091,0
high_compressibility,7,3,2,11,29,8,6,3.625,11,1.0,3.3448275862068964,1,inf,0,0,0.0,0.09090909090909091,0
high_compressibility,7,3,3,11,29,8,6,3.625,11,1.0,3.3448275862068964,1,1.5,1,0,0.16666666666666666,0.09090909090909091,1
high_compressibility,7,3,4,11,29,8,6,3.625,11,1.0,3.3448275862068964,1,1.5,1,0,0.16666666666666666,0.09090909090909091,1
high_compressibility,7,3,5,11,29,8,6,3.625,11,1.0,3.3448275862068964,1,1.5,1,0,0.16666666666666666,0.09090909090909091,1
high_compressibility,7,3,6,11,29,8,6,3.625,11,1.0,3.3448275862068964,1,1.5,1,0,0.16666666666666666,0.09090909090909091,1
high_compressibility,7,3,7,11,29,8,6,3.625,11,1.0,3.3448275862068964,1,1.5,1,0,0.16666666666666666,0.09090909090909091,1
high_compressibility,7,3,8,11,29,8,6,3.625,11,1.0,3.3448275862068964,1,1.5,1,0,0.16666666666666666,0.09090909090909091,1
high_compressibility,7,3,9,11,29,8,6,3.625,11,1.0,3.3448275862068964,1,1.5,1,0,0.16666666666666666,0.09090909090909091,1
high_compressibility,7,3,10,11,29,8,6,3.625,11,1.0,3.3448275862068964,1,1.5,1,0,0.16666666666666666,0.09090909090909091,1
high_compressibility,7,3,11,11,29,8,6,3.625,11,1.0,3.3448275862068964,1,1.5,1,0,0.16666666666666666,0.09090909090909091,1
high_compressibility,7,3,12,11,29,8,6,3.625,11,1.0,3.3448275862068964,1,1.5,1,0,0.16666666666666666,0.09090909090909091,1
high_compressibility,7,3,13,11,29,8,6,3.625,11,1.0,3.3448275862068964,1,1.5,1,0,0.16666666666666666,0.09090909090909091,1
high_compressibility,7,3,14,11,29,8,6,3.625,11,1.0,3.3448275862068964,1,1.5,1,0,0.16666666666666666,0.09090909090909091,1
high_compressibility,7,3,15,11,29,8,6,3.625,11,1.0,3.3448275862068964,1,1.5,1,0,0.16666666666666666,0.09090909090909091,1
high_compressibility,7,4,0,6,29,8,6,3.625,6,1.0,3.3448275862068964,1,inf,0,0,0.0,-0.1111111111111111,0
high_compressibility,7,4,1,6,29,8,6,3.625,6,1.0,3.3448275862068964,1,inf,0,0,0.0,-0.1111111111111111,0
high_compressibility,7,4,2,6,29,8,6,3.625,6,1.0,3.3448275862068964,1,1.375,1,0,0.09090909090909091,-0.1111111111111111,1
high_compressibility,7,4,3,6,29,8,6,3.625,6,1.0,3.3448275862068964,1,1.375,1,0,0.09090909090909091,-0.1111111111111111,1
high_compressibility,7,4,4,6,29,8,6,3.625,6,1.0,3.3448275862068964,1,1.25,0,0,0.0,-0.1111111111111111,1
high_compressibility,7,4,5,6,29,8,6,3.625,6,1.0,3.3448275862068964,1,1.25,0,0,0.0,-0.1111111111111111,1
high_compressibility,7,4,6,6,29,8,6,3.625,6,1.0,3.3448275862068964,1,1.25,0,0,0.0,-0.1111111111111111,1
high_compressibility,7,4,7,6,29,8,6,3.625,6,1.0,3.3448275862068964,1,1.25,0,0,0.0,-0.1111111111111111,1
high_compressibility,7,4,8,6,29,8,6,3.625,6,1.0,3.3448275862068964,1,1.25,0,0,0.0,-0.1111111111111111,1
high_compressibility,7,4,9,6,29,8,6,3.625,6,1.0,3.3448275862068964,1,1.25,0,0,0.0,-0.1111111111111111,1
high_compressibility,7,4,10,6,29,8,6,3.625,6,1.0,3.3448275862068964,1,1.25,0,0,0.0,-0.1111111111111111,1
high_compressibility,7,4,11,6,29,8,6,3.625,6,1.0,3.3448275862068964,1,1.25,0,0,0.0,-0.1111111111111111,1
high_compressibility,7,4,12,6,29,8,6,3.625,6,1.0,3.3448275862068964,1,1.25,0,0,0.0,-0.1111111111111111,1
high_compressibility,7,4,13,6,29,8,6,3.625,6,1.0,3.3448275862068964,1,1.25,0,0,0.0,-0.1111111111111111,1
high_compressibility,7,4,14,6,29,8,6,3.625,6,1.0,3.3448275862068964,1,1.25,0,0,0.0,-0.1111111111111111,1
high_compressibility,7,4,15,6,29,8,6,3.625,6,1.0,3.3448275862068964,1,1.25,0,0,0.0,-0.1111111111111111,1
high_compressibility,7,5,0,3,29,8,6,3.625,3,1.0,3.3448275862068964,1,inf,0,0,0.0,-0.25,0
high_compressibility,7,5,1,3,29,8,6,3.625,3,1.0,3.3448275862068964,1,1.375,1,0,0.09090909090909091,-0.25,1
high_compressibility,7,5,2,3,29,8,6,3.625,3,1.0,3.3448275862068964,1,1.25,0,0,0.0,-0.25,1
high_compressibility,7,5,3,3,29,8,6,3.625,3,1.0,3.3448275862068964,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,7,5,4,3,29,8,6,3.625,3,1.0,3.3448275862068964,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,7,5,5,3,29,8,6,3.625,3,1.0,3.3448275862068964,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,7,5,6,3,29,8,6,3.625,3,1.0,3.3448275862068964,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,7,5,7,3,29,8,6,3.625,3,1.0,3.3448275862068964,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,7,5,8,3,29,8,6,3.625,3,1.0,3.3448275862068964,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,7,5,9,3,29,8,6,3.625,3,1.0,3.3448275862068964,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,7,5,10,3,29,8,6,3.625,3,1.0,3.3448275862068964,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,7,5,11,3,29,8,6,3.625,3,1.0,3.3448275862068964,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,7,5,12,3,29,8,6,3.625,3,1.0,3.3448275862068964,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,7,5,13,3,29,8,6,3.625,3,1.0,3.3448275862068964,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,7,5,14,3,29,8,6,3.625,3,1.0,3.3448275862068964,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,7,5,15,3,29,8,6,3.625,3,1.0,3.3448275862068964,1,1.125,0,0,-0.1111111111111111,-0.25,1
high_compressibility,7,6,0,0,29,8,6,3.625,0,1.0,3.3448275862068964,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,7,6,1,0,29,8,6,3.625,0,1.0,3.3448275862068964,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,7,6,2,0,29,8,6,3.625,0,1.0,3.3448275862068964,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,7,6,3,0,29,8,6,3.625,0,1.0,3.3448275862068964,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,7,6,4,0,29,8,6,3.625,0,1.0,3.3448275862068964,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,7,6,5,0,29,8,6,3.625,0,1.0,3.3448275862068964,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,7,6,6,0,29,8,6,3.625,0,1.0,3.3448275862068964,0,1.0,0,0,-0.25,-0.25,1
high_compressibility,7,6,7,0,29,8,6,3.625,0,1.0,3.3448275862068964,0,1.0,0,0,-0.25,-0.25,1
