workload_scope,workload_name,policy,variant_id,trace_length,C_nominal,B,routing_alpha,C_effective,feasible,feasible_reason,delta_max_nominal,delta_max_proxy,T_exe_proxy,slowdown_proxy,stall_cycles_proxy
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,3,8,1.5,2,1,feasible,1,3,18.0,1.125,2.0
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,5,0,1.0,5,1,feasible,0,0,16.0,1.0,0.0
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,5,0,1.25,4,0,peak_demand_exceeds_reachable_stock,0,0,inf,inf,inf
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,5,0,1.5,3,0,peak_demand_exceeds_reachable_stock,0,1,inf,inf,inf
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,5,8,1.0,5,1,feasible,0,0,16.0,1.0,0.0
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,5,8,1.25,4,1,feasible,0,0,16.0,1.0,0.0
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,5,8,1.5,3,1,feasible,0,1,17.0,1.0625,1.0
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,7,0,1.0,7,1,feasible,0,0,16.0,1.0,0.0
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,7,0,1.25,5,1,feasible,0,0,16.0,1.0,0.0
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,7,0,1.5,4,0,peak_demand_exceeds_reachable_stock,0,0,inf,inf,inf
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,7,8,1.0,7,1,feasible,0,0,16.0,1.0,0.0
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,7,8,1.25,5,1,feasible,0,0,16.0,1.0,0.0
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,7,8,1.5,4,1,feasible,0,0,16.0,1.0,0.0
