family,seed,policy,capacity_limit_mode,capacity_limit,C,B,feasible,feasible_reason,legacy_compressibility,slack_ratio,mean_t_slack,T_static,T_exe,stall_cycles,stall_ratio,delta_max,gamma,peak_demand,mean_demand,total_T,QTV_proxy,normalized_makespan
high_compressibility,5,static_min,none,0,4,9,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,10.0,2.0,0.2,5,6,7,3.625,29,136.0,1.25
high_compressibility,5,capacity_aware_static,C,4,4,9,1,feasible,0.4827586206896552,1.0,3.3793103448275863,9,9.0,0.0,0.0,0,0,4,3.2222222222222223,29,117.0,1.0
high_compressibility,5,smoothed,none,0,4,9,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,4,10,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,10.0,2.0,0.2,5,6,7,3.625,29,136.0,1.25
high_compressibility,5,capacity_aware_static,C,4,4,10,1,feasible,0.4827586206896552,1.0,3.3793103448275863,9,9.0,0.0,0.0,0,0,4,3.2222222222222223,29,117.0,1.0
high_compressibility,5,smoothed,none,0,4,10,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,4,11,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,10.0,2.0,0.2,5,6,7,3.625,29,136.0,1.25
high_compressibility,5,capacity_aware_static,C,4,4,11,1,feasible,0.4827586206896552,1.0,3.3793103448275863,9,9.0,0.0,0.0,0,0,4,3.2222222222222223,29,117.0,1.0
high_compressibility,5,smoothed,none,0,4,11,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,4,12,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,10.0,2.0,0.2,5,6,7,3.625,29,136.0,1.25
high_compressibility,5,capacity_aware_static,C,4,4,12,1,feasible,0.4827586206896552,1.0,3.3793103448275863,9,9.0,0.0,0.0,0,0,4,3.2222222222222223,29,117.0,1.0
high_compressibility,5,smoothed,none,0,4,12,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,4,13,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,10.0,2.0,0.2,5,6,7,3.625,29,136.0,1.25
high_compressibility,5,capacity_aware_static,C,4,4,13,1,feasible,0.4827586206896552,1.0,3.3793103448275863,9,9.0,0.0,0.0,0,0,4,3.2222222222222223,29,117.0,1.0
high_compressibility,5,smoothed,none,0,4,13,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,4,14,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,10.0,2.0,0.2,5,6,7,3.625,29,136.0,1.25
high_compressibility,5,capacity_aware_static,C,4,4,14,1,feasible,0.4827586206896552,1.0,3.3793103448275863,9,9.0,0.0,0.0,0,0,4,3.2222222222222223,29,117.0,1.0
high_compressibility,5,smoothed,none,0,4,14,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,4,15,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,10.0,2.0,0.2,5,6,7,3.625,29,136.0,1.25
high_compressibility,5,capacity_aware_static,C,4,4,15,1,feasible,0.4827586206896552,1.0,3.3793103448275863,9,9.0,0.0,0.0,0,0,4,3.2222222222222223,29,117.0,1.0
high_compressibility,5,smoothed,none,0,4,15,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,5,0,0,peak_demand_exceeds_reachable_stock,0.4827586206896552,1.0,3.3793103448275863,8,inf,inf,1.0,3,3,7,3.625,29,inf,inf
high_compressibility,5,capacity_aware_static,C,5,5,0,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,5,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,5,0,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,5,1,0,peak_demand_exceeds_reachable_stock,0.4827586206896552,1.0,3.3793103448275863,8,inf,inf,1.0,3,3,7,3.625,29,inf,inf
high_compressibility,5,capacity_aware_static,C,5,5,1,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,5,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,5,1,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,5,2,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,10.0,2.0,0.2,3,3,7,3.625,29,136.0,1.25
high_compressibility,5,capacity_aware_static,C,5,5,2,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,5,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,5,2,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,5,3,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,9.0,1.0,0.1111111111111111,3,3,7,3.625,29,122.0,1.125
high_compressibility,5,capacity_aware_static,C,5,5,3,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,5,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,5,3,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,5,4,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,9.0,1.0,0.1111111111111111,3,3,7,3.625,29,122.0,1.125
high_compressibility,5,capacity_aware_static,C,5,5,4,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,5,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,5,4,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,5,5,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,9.0,1.0,0.1111111111111111,3,3,7,3.625,29,122.0,1.125
high_compressibility,5,capacity_aware_static,C,5,5,5,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,5,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,5,5,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,5,6,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,9.0,1.0,0.1111111111111111,3,3,7,3.625,29,122.0,1.125
high_compressibility,5,capacity_aware_static,C,5,5,6,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,5,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,5,6,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,5,7,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,9.0,1.0,0.1111111111111111,3,3,7,3.625,29,122.0,1.125
high_compressibility,5,capacity_aware_static,C,5,5,7,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,5,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,5,7,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,5,8,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,9.0,1.0,0.1111111111111111,3,3,7,3.625,29,122.0,1.125
high_compressibility,5,capacity_aware_static,C,5,5,8,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,5,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,5,8,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,5,9,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,9.0,1.0,0.1111111111111111,3,3,7,3.625,29,122.0,1.125
high_compressibility,5,capacity_aware_static,C,5,5,9,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,5,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,5,9,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,5,10,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,9.0,1.0,0.1111111111111111,3,3,7,3.625,29,122.0,1.125
high_compressibility,5,capacity_aware_static,C,5,5,10,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,5,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,5,10,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,5,11,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,9.0,1.0,0.1111111111111111,3,3,7,3.625,29,122.0,1.125
high_compressibility,5,capacity_aware_static,C,5,5,11,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,5,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,5,11,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,5,12,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,9.0,1.0,0.1111111111111111,3,3,7,3.625,29,122.0,1.125
high_compressibility,5,capacity_aware_static,C,5,5,12,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,5,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,5,12,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,5,13,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,9.0,1.0,0.1111111111111111,3,3,7,3.625,29,122.0,1.125
high_compressibility,5,capacity_aware_static,C,5,5,13,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,5,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,5,13,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,5,14,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,9.0,1.0,0.1111111111111111,3,3,7,3.625,29,122.0,1.125
high_compressibility,5,capacity_aware_static,C,5,5,14,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,5,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,5,14,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,5,15,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,9.0,1.0,0.1111111111111111,3,3,7,3.625,29,122.0,1.125
high_compressibility,5,capacity_aware_static,C,5,5,15,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,5,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,5,15,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,6,0,0,peak_demand_exceeds_reachable_stock,0.4827586206896552,1.0,3.3793103448275863,8,inf,inf,1.0,1,1,7,3.625,29,inf,inf
high_compressibility,5,capacity_aware_static,C,6,6,0,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,6,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,6,0,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,6,1,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,9.0,1.0,0.1111111111111111,1,1,7,3.625,29,122.0,1.125
high_compressibility,5,capacity_aware_static,C,6,6,1,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,6,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,6,1,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,6,2,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,9.0,1.0,0.1111111111111111,1,1,7,3.625,29,122.0,1.125
high_compressibility,5,capacity_aware_static,C,6,6,2,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,6,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,6,2,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,6,3,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,9.0,1.0,0.1111111111111111,1,1,7,3.625,29,122.0,1.125
high_compressibility,5,capacity_aware_static,C,6,6,3,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,6,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,6,3,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,6,4,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,9.0,1.0,0.1111111111111111,1,1,7,3.625,29,122.0,1.125
high_compressibility,5,capacity_aware_static,C,6,6,4,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,6,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,6,4,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,6,5,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,9.0,1.0,0.1111111111111111,1,1,7,3.625,29,122.0,1.125
high_compressibility,5,capacity_aware_static,C,6,6,5,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,6,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,6,5,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,6,6,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,9.0,1.0,0.1111111111111111,1,1,7,3.625,29,122.0,1.125
high_compressibility,5,capacity_aware_static,C,6,6,6,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,6,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,6,6,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,6,7,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,9.0,1.0,0.1111111111111111,1,1,7,3.625,29,122.0,1.125
high_compressibility,5,capacity_aware_static,C,6,6,7,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,6,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,6,7,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,6,8,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,9.0,1.0,0.1111111111111111,1,1,7,3.625,29,122.0,1.125
high_compressibility,5,capacity_aware_static,C,6,6,8,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,6,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,6,8,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,6,9,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,9.0,1.0,0.1111111111111111,1,1,7,3.625,29,122.0,1.125
high_compressibility,5,capacity_aware_static,C,6,6,9,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,6,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,6,9,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,6,10,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,9.0,1.0,0.1111111111111111,1,1,7,3.625,29,122.0,1.125
high_compressibility,5,capacity_aware_static,C,6,6,10,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,6,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,6,10,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,6,11,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,9.0,1.0,0.1111111111111111,1,1,7,3.625,29,122.0,1.125
high_compressibility,5,capacity_aware_static,C,6,6,11,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,6,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,6,11,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,6,12,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,9.0,1.0,0.1111111111111111,1,1,7,3.625,29,122.0,1.125
high_compressibility,5,capacity_aware_static,C,6,6,12,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,6,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,6,12,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,6,13,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,9.0,1.0,0.1111111111111111,1,1,7,3.625,29,122.0,1.125
high_compressibility,5,capacity_aware_static,C,6,6,13,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,6,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,6,13,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,6,14,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,9.0,1.0,0.1111111111111111,1,1,7,3.625,29,122.0,1.125
high_compressibility,5,capacity_aware_static,C,6,6,14,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,6,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,6,14,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,6,15,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,9.0,1.0,0.1111111111111111,1,1,7,3.625,29,122.0,1.125
high_compressibility,5,capacity_aware_static,C,6,6,15,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,6,3.625,29,111.0,1.0
high_compressibility,5,smoothed,none,0,6,15,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,7,0,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,7,3.625,29,114.0,1.0
high_compressibility,5,capacity_aware_static,C,7,7,0,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,7,3.625,29,114.0,1.0
high_compressibility,5,smoothed,none,0,7,0,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,7,1,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,7,3.625,29,114.0,1.0
high_compressibility,5,capacity_aware_static,C,7,7,1,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,7,3.625,29,114.0,1.0
high_compressibility,5,smoothed,none,0,7,1,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,7,2,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,7,3.625,29,114.0,1.0
high_compressibility,5,capacity_aware_static,C,7,7,2,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,7,3.625,29,114.0,1.0
high_compressibility,5,smoothed,none,0,7,2,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,7,3,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,7,3.625,29,114.0,1.0
high_compressibility,5,capacity_aware_static,C,7,7,3,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,7,3.625,29,114.0,1.0
high_compressibility,5,smoothed,none,0,7,3,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,7,4,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,7,3.625,29,114.0,1.0
high_compressibility,5,capacity_aware_static,C,7,7,4,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,7,3.625,29,114.0,1.0
high_compressibility,5,smoothed,none,0,7,4,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,7,5,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,7,3.625,29,114.0,1.0
high_compressibility,5,capacity_aware_static,C,7,7,5,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,7,3.625,29,114.0,1.0
high_compressibility,5,smoothed,none,0,7,5,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,7,6,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,7,3.625,29,114.0,1.0
high_compressibility,5,capacity_aware_static,C,7,7,6,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,7,3.625,29,114.0,1.0
high_compressibility,5,smoothed,none,0,7,6,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,7,7,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,7,3.625,29,114.0,1.0
high_compressibility,5,capacity_aware_static,C,7,7,7,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,7,3.625,29,114.0,1.0
high_compressibility,5,smoothed,none,0,7,7,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,7,8,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,7,3.625,29,114.0,1.0
high_compressibility,5,capacity_aware_static,C,7,7,8,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,7,3.625,29,114.0,1.0
high_compressibility,5,smoothed,none,0,7,8,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,7,9,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,7,3.625,29,114.0,1.0
high_compressibility,5,capacity_aware_static,C,7,7,9,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,7,3.625,29,114.0,1.0
high_compressibility,5,smoothed,none,0,7,9,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,7,10,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,7,3.625,29,114.0,1.0
high_compressibility,5,capacity_aware_static,C,7,7,10,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,7,3.625,29,114.0,1.0
high_compressibility,5,smoothed,none,0,7,10,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,7,11,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,7,3.625,29,114.0,1.0
high_compressibility,5,capacity_aware_static,C,7,7,11,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,7,3.625,29,114.0,1.0
high_compressibility,5,smoothed,none,0,7,11,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,7,12,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,7,3.625,29,114.0,1.0
high_compressibility,5,capacity_aware_static,C,7,7,12,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,7,3.625,29,114.0,1.0
high_compressibility,5,smoothed,none,0,7,12,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,7,13,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,7,3.625,29,114.0,1.0
high_compressibility,5,capacity_aware_static,C,7,7,13,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,7,3.625,29,114.0,1.0
high_compressibility,5,smoothed,none,0,7,13,1,feasible,0.4827586206896552,1.0,3.3793103448275863,10,10.0,0.0,0.0,0,0,3,2.9,29,154.0,1.0
high_compressibility,5,static_min,none,0,7,14,1,feasible,0.4827586206896552,1.0,3.3793103448275863,8,8.0,0.0,0.0,0,0,7,3.625,29,114.0,1.0
