family,seed,legacy_compressibility,slack_ratio,mean_t_slack,C,B,T_static_static_min,T_static_smoothed,T_exe_static_min,T_exe_smoothed,delta_max_static_min,delta_max_smoothed,QTV_proxy_static_min,QTV_proxy_smoothed,relative_T_exe_improvement_static_min_vs_smoothed,relative_QTV_change_static_min_vs_smoothed
high_compressibility,9,0.36453201970443355,1.0,2.5517241379310347,1,13,8,9,31.0,29.0,23,20,440.0,497.0,0.06451612903225806,0.12954545454545455
high_compressibility,9,0.36453201970443355,1.0,2.5517241379310347,1,14,8,9,31.0,29.0,23,20,440.0,497.0,0.06451612903225806,0.12954545454545455
high_compressibility,9,0.36453201970443355,1.0,2.5517241379310347,1,15,8,9,31.0,29.0,23,20,440.0,497.0,0.06451612903225806,0.12954545454545455
medium_compressibility,7,0.15466666666666665,0.84,2.32,2,5,16,17,18.0,17.0,3,0,193.0,199.0,0.05555555555555555,0.031088082901554404
medium_compressibility,7,0.15466666666666665,0.84,2.32,2,6,16,17,18.0,17.0,3,0,193.0,199.0,0.05555555555555555,0.031088082901554404
medium_compressibility,7,0.15466666666666665,0.84,2.32,2,7,16,17,18.0,17.0,3,0,193.0,199.0,0.05555555555555555,0.031088082901554404
medium_compressibility,7,0.15466666666666665,0.84,2.32,2,8,16,17,18.0,17.0,3,0,193.0,199.0,0.05555555555555555,0.031088082901554404
medium_compressibility,7,0.15466666666666665,0.84,2.32,2,9,16,17,18.0,17.0,3,0,193.0,199.0,0.05555555555555555,0.031088082901554404
medium_compressibility,7,0.15466666666666665,0.84,2.32,2,10,16,17,18.0,17.0,3,0,193.0,199.0,0.05555555555555555,0.031088082901554404
medium_compressibility,7,0.15466666666666665,0.84,2.32,2,11,16,17,18.0,17.0,3,0,193.0,199.0,0.05555555555555555,0.031088082901554404
medium_compressibility,7,0.15466666666666665,0.84,2.32,2,12,16,17,18.0,17.0,3,0,193.0,199.0,0.05555555555555555,0.031088082901554404
medium_compressibility,7,0.15466666666666665,0.84,2.32,2,13,16,17,18.0,17.0,3,0,193.0,199.0,0.05555555555555555,0.031088082901554404
medium_compressibility,7,0.15466666666666665,0.84,2.32,2,14,16,17,18.0,17.0,3,0,193.0,199.0,0.05555555555555555,0.031088082901554404
medium_compressibility,7,0.15466666666666665,0.84,2.32,2,15,16,17,18.0,17.0,3,0,193.0,199.0,0.05555555555555555,0.031088082901554404
medium_compressibility,7,0.15466666666666665,0.84,2.32,3,2,16,17,18.0,17.0,1,0,195.0,199.0,0.05555555555555555,0.020512820512820513
medium_compressibility,1,0.2125,0.68,3.4,1,2,17,19,26.0,25.0,9,6,272.0,278.0,0.038461538461538464,0.022058823529411766
medium_compressibility,1,0.2125,0.68,3.4,1,3,17,19,26.0,25.0,9,6,272.0,278.0,0.038461538461538464,0.022058823529411766
medium_compressibility,1,0.2125,0.68,3.4,1,4,17,19,26.0,25.0,9,6,272.0,278.0,0.038461538461538464,0.022058823529411766
medium_compressibility,1,0.2125,0.68,3.4,1,5,17,19,26.0,25.0,9,6,272.0,278.0,0.038461538461538464,0.022058823529411766
medium_compressibility,1,0.2125,0.68,3.4,1,6,17,19,26.0,25.0,9,6,272.0,278.0,0.038461538461538464,0.022058823529411766
medium_compressibility,1,0.2125,0.68,3.4,1,7,17,19,26.0,25.0,9,6,272.0,278.0,0.038461538461538464,0.022058823529411766
medium_compressibility,1,0.2125,0.68,3.4,1,8,17,19,26.0,25.0,9,6,272.0,278.0,0.038461538461538464,0.022058823529411766
medium_compressibility,1,0.2125,0.68,3.4,1,9,17,19,26.0,25.0,9,6,272.0,278.0,0.038461538461538464,0.022058823529411766
medium_compressibility,1,0.2125,0.68,3.4,1,10,17,19,26.0,25.0,9,6,272.0,278.0,0.038461538461538464,0.022058823529411766
medium_compressibility,1,0.2125,0.68,3.4,1,11,17,19,26.0,25.0,9,6,272.0,278.0,0.038461538461538464,0.022058823529411766
medium_compressibility,1,0.2125,0.68,3.4,1,12,17,19,26.0,25.0,9,6,272.0,278.0,0.038461538461538464,0.022058823529411766
medium_compressibility,1,0.2125,0.68,3.4,1,13,17,19,26.0,25.0,9,6,272.0,278.0,0.038461538461538464,0.022058823529411766
medium_compressibility,1,0.2125,0.68,3.4,1,14,17,19,26.0,25.0,9,6,272.0,278.0,0.038461538461538464,0.022058823529411766
medium_compressibility,1,0.2125,0.68,3.4,1,15,17,19,26.0,25.0,9,6,272.0,278.0,0.038461538461538464,0.022058823529411766
