workload_scope,workload_name,policy,variant_id,trace_length,total_t,peak_demand,C,B,p_acc,trial_index,T_static,T_exe,stall_cycles,stall_ratio,max_cycle_hit,mean_service
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,6,8,0.95,88,16,16,0,0.0,0,5.6875
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,6,8,0.95,89,16,16,0,0.0,0,5.75
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,6,8,0.95,90,16,16,0,0.0,0,5.75
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,6,8,0.95,91,16,16,0,0.0,0,5.3125
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,6,8,0.95,92,16,16,0,0.0,0,5.625
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,6,8,0.95,93,16,16,0,0.0,0,5.875
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,6,8,0.95,94,16,16,0,0.0,0,5.625
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,6,8,0.95,95,16,16,0,0.0,0,5.625
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,6,8,0.95,96,16,16,0,0.0,0,5.75
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,6,8,0.95,97,16,16,0,0.0,0,6.0
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,6,8,0.95,98,16,16,0,0.0,0,5.6875
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,6,8,0.95,99,16,16,0,0.0,0,5.6875
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,0,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,1,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,2,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,3,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,4,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,5,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,6,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,7,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,8,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,9,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,10,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,11,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,12,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,13,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,14,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,15,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,16,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,17,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,18,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,19,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,20,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,21,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,22,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,23,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,24,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,25,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,26,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,27,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,28,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,29,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,30,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,31,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,32,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,33,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,34,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,35,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,36,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,37,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,38,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,39,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,40,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,41,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,42,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,43,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,44,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,45,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,46,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,47,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,48,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,49,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,50,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,51,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,52,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,53,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,54,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,55,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,56,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,57,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,58,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,59,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,60,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,61,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,62,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,63,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,64,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,65,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,66,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,67,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,68,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,69,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,70,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,71,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,72,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,73,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,74,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,75,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,76,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,77,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,78,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,79,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,80,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,81,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,82,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,83,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,84,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,85,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,86,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,87,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,88,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,89,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,90,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,91,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,92,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,93,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,94,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,95,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,96,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,97,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,98,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,1.0,99,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,0,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,1,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,2,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,3,17,26,9,0.34615384615384615,0,0.9615384615384616
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,4,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,5,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,6,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,7,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,8,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,9,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,10,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,11,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,12,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,13,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,14,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,15,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,16,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,17,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,18,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,19,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,20,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,21,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,22,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,23,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,24,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,25,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,26,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,27,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,28,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,29,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,30,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,31,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,32,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,33,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,34,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,35,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,36,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,37,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,38,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,39,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,40,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,41,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,42,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,43,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,44,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,45,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,46,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,47,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,48,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,49,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,50,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,51,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,52,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,53,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,54,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,55,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,56,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,57,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,58,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,59,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,60,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,61,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,62,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,63,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,64,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,65,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,66,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,67,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,68,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,69,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,70,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,71,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,72,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,73,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,74,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,75,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,76,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,77,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,78,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,79,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,80,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,81,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,82,17,25,8,0.32,0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1,8,0.999,83,17,25,8,0.32,0,1.0
