task,metric,predictor_class,evaluated_slices,mean_pearson,mean_abs_pearson,mean_spearman,mean_abs_spearman,mean_r_squared
slowdown_ratio,delta_max,system_level,87,0.9811842916095895,0.9811842916095895,0.9915934302784221,0.9915934302784221,0.9632314380011736
slowdown_ratio,gamma,trace_level,87,0.9740221290931687,0.9740221290931687,0.9657075956047644,0.9657075956047644,0.9491852336935748
slowdown_ratio,peak_demand,trace_level,87,0.7607633822272593,0.7607633822272593,0.8273810282542025,0.8273810282542025,0.60934379259011
slowdown_ratio,slack_ratio,structural,87,0.6420160791060106,0.6420160791060106,0.8129611908250949,0.8129611908250949,0.4516841520503889
slowdown_ratio,T_count,traditional,87,0.7465385613743168,0.7465385613743168,0.8075275696725799,0.8075275696725799,0.602009067703587
slowdown_ratio,mean_demand,trace_level,87,0.8330695005579145,0.8330695005579145,0.8044125808099454,0.8044125808099454,0.7460005416079831
slowdown_ratio,T_depth,traditional,87,-0.6397919827001779,0.6397919827001779,-0.8044125808099454,0.8044125808099454,0.4485173261420576
slowdown_ratio,mean_t_slack,structural,87,0.5079056959371764,0.5079056959371764,0.48468445818790873,0.48468445818790873,0.28939571221485855
