workload_scope,workload_name,policy,variant_id,trace_length,total_t,peak_demand,mean_demand,delta_max_det,delta_max_expected_service,C,B,p_acc,trials,feasible,feasible_reason,mean_T_exe_stochastic,std_T_exe_stochastic,mean_slowdown_stochastic,mean_stall_cycles_stochastic,frac_runs_with_stall,frac_runs_hitting_cycle_cap,mean_service
real,qft_n8,static_min,qft_n8:static_min,549736,821077,6,1.4935841931399798,0,0.0,3,8,0.95,20,1,feasible,552712.25,18.14352501582865,1.0054139623382858,2976.25,1.0,0.0,2.8500884548789327
real,qft_n8,static_min,qft_n8:static_min,549736,821077,6,1.4935841931399798,0,0.0,3,8,0.99,20,1,feasible,551836.3,7.267048919609664,1.0038205611420754,2100.3,1.0,0.0,2.969928402260924
real,qft_n8,static_min,qft_n8:static_min,549736,821077,6,1.4935841931399798,0,0.0,3,8,0.995,20,1,feasible,551732.2,6.249799996799896,1.0036311975202643,1996.2,1.0,0.0,2.984993536148237
real,qft_n8,static_min,qft_n8:static_min,549736,821077,6,1.4935841931399798,0,0.0,3,8,0.999,20,1,feasible,551648.4,2.222611077089287,1.0034787607142335,1912.4,1.0,0.0,2.9969869395359567
real,qft_n8,static_min,qft_n8:static_min,549736,821077,6,1.4935841931399798,0,0.0,3,8,1.0,20,1,feasible,551628.0,0.0,1.0034416519929568,1892.0,1.0,0.0,3.0
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,19,19.5,1,0,0.95,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,19,19.1,1,0,0.99,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,19,19.05,1,0,0.995,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,19,19.009999999999998,1,0,0.999,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,19,19.0,1,0,1.0,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,19,19.5,1,8,0.95,100,1,feasible,30.55,1.4309088021254182,3.0549999999999993,20.55,1.0,0.0,0.9512314211852875
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,19,19.1,1,8,0.99,100,1,feasible,29.39,0.5982474404458409,2.9389999999999987,19.39,1.0,0.0,0.9871270161290323
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,19,19.05,1,8,0.995,100,1,feasible,29.16,0.41761226035642235,2.915999999999999,19.16,1.0,0.0,0.9947096774193548
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,19,19.009999999999998,1,8,0.999,100,1,feasible,29.05,0.21794494717703386,2.9049999999999985,19.05,1.0,0.0,0.9983333333333334
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,19,19.0,1,8,1.0,100,1,feasible,29.0,0.0,2.899999999999998,19.0,1.0,0.0,1.0
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,0,1.3500000000000014,3,0,0.95,100,1,feasible,11.66,1.3207573584879237,1.1659999999999997,1.66,0.85,0.0,2.853343058901883
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,0,0.2700000000000031,3,0,0.99,100,1,feasible,10.26,0.48207883172775784,1.026,0.26,0.24,0.0,2.9756666666666667
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,0,0.13500000000000156,3,0,0.995,100,1,feasible,10.11,0.31288975694324056,1.011,0.11,0.11,0.0,2.99
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,0,0.027000000000001023,3,0,0.999,100,1,feasible,10.03,0.17058722109232,1.0030000000000001,0.03,0.03,0.0,2.9972727272727275
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,0,0.0,3,0,1.0,100,1,feasible,10.0,0.0,1.0,0.0,0.0,0.0,3.0
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,0,1.3500000000000014,3,8,0.95,100,1,feasible,10.92,0.46216880033165325,1.0919999999999996,0.92,0.85,0.0,2.8268787878787878
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,0,0.2700000000000031,3,8,0.99,100,1,feasible,10.17,0.3756327994198591,1.0170000000000001,0.17,0.17,0.0,2.979818181818182
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,0,0.13500000000000156,3,8,0.995,100,1,feasible,10.1,0.2999999999999998,1.01,0.1,0.1,0.0,2.989909090909091
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,0,0.027000000000001023,3,8,0.999,100,1,feasible,10.01,0.09949874371066197,1.001,0.01,0.01,0.0,2.9990909090909086
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,0,0.0,3,8,1.0,100,1,feasible,10.0,0.0,1.0,0.0,0.0,0.0,3.0
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,0,0.0,6,0,0.95,100,1,feasible,10.0,0.0,1.0,0.0,0.0,0.0,5.702000000000001
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,0,0.0,6,0,0.99,100,1,feasible,10.0,0.0,1.0,0.0,0.0,0.0,5.933
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,0,0.0,6,0,0.995,100,1,feasible,10.0,0.0,1.0,0.0,0.0,0.0,5.973
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,0,0.0,6,0,0.999,100,1,feasible,10.0,0.0,1.0,0.0,0.0,0.0,5.994
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,0,0.0,6,0,1.0,100,1,feasible,10.0,0.0,1.0,0.0,0.0,0.0,6.0
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,0,0.0,6,8,0.95,100,1,feasible,10.0,0.0,1.0,0.0,0.0,0.0,5.69
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,0,0.0,6,8,0.99,100,1,feasible,10.0,0.0,1.0,0.0,0.0,0.0,5.949999999999999
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,0,0.0,6,8,0.995,100,1,feasible,10.0,0.0,1.0,0.0,0.0,0.0,5.970999999999999
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,0,0.0,6,8,0.999,100,1,feasible,10.0,0.0,1.0,0.0,0.0,0.0,5.996
synthetic,high_compressibility_seed7,smoothed,high_compressibility_seed7:smoothed,10,29,3,2.9,0,0.0,6,8,1.0,100,1,feasible,10.0,0.0,1.0,0.0,0.0,0.0,6.0
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,23,23.3,1,0,0.95,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,23,23.060000000000002,1,0,0.99,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,23,23.03,1,0,0.995,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,23,23.006,1,0,0.999,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,23,23.0,1,0,1.0,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,23,23.3,1,8,0.95,100,1,feasible,32.71,1.358639024906911,4.08875,24.71,1.0,0.0,0.9471605048177629
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,23,23.060000000000002,1,8,0.99,100,1,feasible,31.32,0.5635601121442143,3.915,23.32,1.0,0.0,0.9888144550342131
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,23,23.03,1,8,0.995,100,1,feasible,31.14,0.3469870314579496,3.8925,23.14,1.0,0.0,0.995625
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,23,23.006,1,8,0.999,100,1,feasible,31.05,0.2179449471770337,3.88125,23.05,1.0,0.0,0.9984375
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,23,23.0,1,8,1.0,100,1,feasible,31.0,0.0,3.875,23.0,1.0,0.0,1.0
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,11,11.900000000000002,3,0,0.95,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,11,11.18,3,0,0.99,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,11,11.09,3,0,0.995,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,11,11.018,3,0,0.999,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,11,11.0,3,0,1.0,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,11,11.900000000000002,3,8,0.95,100,1,feasible,12.46,0.5180733538795447,1.5575,4.46,1.0,0.0,2.858479853479854
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,11,11.18,3,8,0.99,100,1,feasible,12.04,0.19595917942265412,1.505,4.04,1.0,0.0,2.9698076923076924
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,11,11.09,3,8,0.995,100,1,feasible,12.0,0.0,1.5,4.0,1.0,0.0,2.99
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,11,11.018,3,8,0.999,100,1,feasible,12.0,0.0,1.5,4.0,1.0,0.0,2.996666666666666
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,11,11.0,3,8,1.0,100,1,feasible,12.0,0.0,1.5,4.0,1.0,0.0,3.0
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,0,0.9000000000000021,6,0,0.95,100,1,feasible,9.17,1.1229870880824937,1.14625,1.17,0.64,0.0,5.697248251748253
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,0,0.17999999999999972,6,0,0.99,100,1,feasible,8.15,0.3570714214271427,1.01875,0.15,0.15,0.0,5.936388888888889
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,0,0.08999999999999986,6,0,0.995,100,1,feasible,8.09,0.2861817604250837,1.01125,0.09,0.09,0.0,5.973888888888889
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,0,0.018000000000000682,6,0,0.999,100,1,feasible,8.03,0.1705872210923201,1.00375,0.03,0.03,0.0,5.9941666666666675
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,0,0.0,6,0,1.0,100,1,feasible,8.0,0.0,1.0,0.0,0.0,0.0,6.0
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,0,0.9000000000000021,6,8,0.95,100,1,feasible,8.61,0.48774993593028826,1.07625,0.61,0.61,0.0,5.714722222222222
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,0,0.17999999999999972,6,8,0.99,100,1,feasible,8.17,0.37563279941985916,1.02125,0.17,0.17,0.0,5.948055555555555
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,0,0.08999999999999986,6,8,0.995,100,1,feasible,8.05,0.21794494717703392,1.00625,0.05,0.05,0.0,5.974722222222222
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,0,0.018000000000000682,6,8,0.999,100,1,feasible,8.01,0.09949874371066199,1.00125,0.01,0.01,0.0,5.996388888888889
synthetic,high_compressibility_seed7,static_min,high_compressibility_seed7:static_min,8,29,6,3.625,0,0.0,6,8,1.0,100,1,feasible,8.0,0.0,1.0,0.0,0.0,0.0,6.0
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.9499999999999993,1,0,0.95,100,1,feasible,42.96,1.0480458005259123,1.022857142857143,0.96,0.58,0.0,0.9521370603332183
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.19000000000000128,1,0,0.99,100,1,feasible,42.25,0.5545268253204708,1.005952380952381,0.25,0.2,0.0,0.9894979361723548
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.09499999999999886,1,0,0.995,100,1,feasible,42.06,0.23748684174075843,1.0014285714285713,0.06,0.06,0.0,0.9962236987818384
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.01899999999999835,1,0,0.999,100,1,feasible,42.01,0.09949874371066213,1.0002380952380951,0.01,0.01,0.0,0.9995293466223698
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.0,1,0,1.0,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,1.0
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.9499999999999993,1,8,0.95,100,1,feasible,42.93,1.0700934538627935,1.022142857142857,0.93,0.56,0.0,0.956545196293427
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.19000000000000128,1,8,0.99,100,1,feasible,42.23,0.4439594576084624,1.0054761904761904,0.23,0.22,0.0,0.9908798952985001
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.09499999999999886,1,8,0.995,100,1,feasible,42.06,0.23748684174075865,1.0014285714285713,0.06,0.06,0.0,0.995747508305648
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.01899999999999835,1,8,0.999,100,1,feasible,42.03,0.17058722109231994,1.000714285714286,0.03,0.03,0.0,0.9988261351052049
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.0,1,8,1.0,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,1.0
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.0,3,0,0.95,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,2.8554761904761903
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.0,3,0,0.99,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,2.968809523809524
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.0,3,0,0.995,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,2.988571428571429
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.0,3,0,0.999,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,2.9980952380952384
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.0,3,0,1.0,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,3.0
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.0,3,8,0.95,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,2.8526190476190476
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.0,3,8,0.99,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,2.972619047619048
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.0,3,8,0.995,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,2.983333333333333
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.0,3,8,0.999,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,2.9973809523809525
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.0,3,8,1.0,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,3.0
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.0,6,0,0.95,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,5.6969047619047615
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.0,6,0,0.99,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,5.939523809523809
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.0,6,0,0.995,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,5.963333333333335
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.0,6,0,0.999,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,5.993333333333334
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.0,6,0,1.0,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,6.0
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.0,6,8,0.95,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,5.6919047619047625
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.0,6,8,0.99,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,5.941428571428572
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.0,6,8,0.995,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,5.9659523809523805
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.0,6,8,0.999,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,5.994047619047618
synthetic,low_compressibility_seed7,smoothed,low_compressibility_seed7:smoothed,42,19,1,0.4523809523809524,0,0.0,6,8,1.0,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,6.0
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.9499999999999993,1,0,0.95,100,1,feasible,43.1,1.0908712114635724,1.026190476190476,1.1,0.67,0.0,0.9486377032198058
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.19000000000000128,1,0,0.99,100,1,feasible,42.16,0.39293765408777004,1.0038095238095237,0.16,0.15,0.0,0.992003926306252
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.09499999999999886,1,0,0.995,100,1,feasible,42.07,0.2551470164434616,1.0016666666666667,0.07,0.07,0.0,0.9943355481727576
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.01899999999999835,1,0,0.999,100,1,feasible,42.03,0.17058722109231994,1.000714285714286,0.03,0.03,0.0,0.9990642303433
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.0,1,0,1.0,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,1.0
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.9499999999999993,1,8,0.95,100,1,feasible,43.0,0.8717797887081347,1.0238095238095237,1.0,0.69,0.0,0.951760402668896
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.19000000000000128,1,8,0.99,100,1,feasible,42.24,0.4923413450036467,1.0057142857142858,0.24,0.21,0.0,0.9873293566898219
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.09499999999999886,1,8,0.995,100,1,feasible,42.12,0.35440090293338716,1.0028571428571427,0.12,0.11,0.0,0.9950878385180711
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.01899999999999835,1,8,0.999,100,1,feasible,42.03,0.1705872210923199,1.000714285714286,0.03,0.03,0.0,0.9990642303433
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.0,1,8,1.0,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,1.0
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.0,3,0,0.95,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,2.84952380952381
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.0,3,0,0.99,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,2.973095238095238
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.0,3,0,0.995,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,2.986666666666667
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.0,3,0,0.999,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,2.9978571428571423
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.0,3,0,1.0,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,3.0
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.0,3,8,0.95,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,2.857142857142857
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.0,3,8,0.99,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,2.965238095238095
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.0,3,8,0.995,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,2.9840476190476193
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.0,3,8,0.999,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,2.997380952380952
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.0,3,8,1.0,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,3.0
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.0,6,0,0.95,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,5.697619047619047
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.0,6,0,0.99,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,5.939285714285714
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.0,6,0,0.995,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,5.973571428571428
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.0,6,0,0.999,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,5.993095238095239
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.0,6,0,1.0,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,6.0
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.0,6,8,0.95,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,5.710476190476189
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.0,6,8,0.99,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,5.937142857142858
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.0,6,8,0.995,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,5.968095238095239
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.0,6,8,0.999,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,5.995238095238096
synthetic,low_compressibility_seed7,static_min,low_compressibility_seed7:static_min,42,19,1,0.4523809523809524,0,0.0,6,8,1.0,100,1,feasible,42.0,0.0,1.0,0.0,0.0,0.0,6.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,8,8.850000000000001,1,0,0.95,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,8,8.170000000000002,1,0,0.99,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,8,8.085,1,0,0.995,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,8,8.017,1,0,0.999,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
