timestep,demand
0,0
1,0
2,0
3,0
4,0
5,1
6,0
7,1
8,0
9,2
10,0
11,1
12,2
13,0
14,0
15,0
16,1
17,0
18,1
19,0
20,2
21,0
22,1
23,2
24,0
25,0
26,0
27,1
28,0
29,1
30,0
31,2
32,0
33,1
34,2
35,0
36,0
37,0
38,1
39,0
40,1
41,0
42,2
43,0
44,1
45,2
46,0
47,0
48,0
49,1
50,0
51,1
52,0
53,2
54,0
55,1
56,2
57,0
58,0
59,0
60,1
61,0
62,1
63,0
64,2
65,0
66,1
67,2
68,0
69,0
70,0
71,1
72,0
73,1
74,0
75,2
76,0
77,1
78,2
79,0
80,0
81,0
82,1
83,0
84,1
85,0
86,2
87,0
88,1
89,2
90,0
91,0
92,0
93,1
94,0
95,1
96,0
97,2
98,0
99,1
100,2
101,0
102,0
103,0
104,0
105,0
106,1
107,0
108,1
109,0
110,2
111,0
112,1
113,2
114,0
115,0
116,0
117,0
118,0
119,1
120,0
121,1
122,0
123,2
124,0
125,1
126,2
127,0
128,0
129,0
130,0
131,0
132,1
133,0
134,1
135,0
136,2
137,0
138,1
139,2
140,0
141,0
142,0
143,0
144,0
145,1
146,0
147,1
148,0
149,2
150,0
151,1
152,2
153,0
154,0
155,0
156,0
157,0
158,1
159,0
160,1
161,0
162,2
163,0
164,1
165,2
166,0
167,0
168,0
169,0
170,0
171,1
172,0
173,1
174,0
175,2
176,0
177,1
178,2
179,0
180,0
181,0
182,0
183,0
184,1
185,0
186,1
187,0
188,2
189,0
190,1
191,2
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,1
204,0
205,1
206,0
207,2
208,0
209,1
210,2
211,0
212,0
213,0
214,1
215,0
216,1
217,0
218,2
219,0
220,1
221,2
222,0
223,0
224,0
225,1
226,0
227,1
228,0
229,2
230,0
231,1
232,2
233,0
234,0
235,0
236,1
237,0
238,1
239,0
240,2
241,0
242,1
243,2
244,0
245,0
246,0
247,1
248,0
249,1
250,0
251,2
252,0
253,1
254,2
255,0
256,0
257,0
258,1
259,0
260,1
261,0
262,2
263,0
264,1
265,2
266,0
267,0
268,0
269,1
270,0
271,1
272,0
273,2
274,0
275,1
276,2
277,0
278,0
279,0
280,1
281,0
282,1
283,0
284,2
285,0
286,1
287,2
288,0
289,0
290,0
291,1
292,0
293,1
294,0
295,2
296,0
297,1
298,2
299,0
300,0
301,0
302,0
303,0
304,1
305,0
306,1
307,0
308,2
309,0
310,1
311,2
312,0
313,0
314,0
315,0
316,0
317,1
318,0
319,1
320,0
321,2
322,0
323,1
324,2
325,0
326,0
327,0
328,0
329,0
330,1
331,0
332,1
333,0
334,2
335,0
336,1
337,2
338,0
339,0
340,0
341,0
342,0
343,1
344,0
345,1
346,0
347,2
348,0
349,1
350,2
351,0
352,0
353,0
354,0
355,0
356,1
357,0
358,1
359,0
360,2
361,0
362,1
363,2
364,0
365,0
366,0
367,0
368,0
369,1
370,0
371,1
372,0
373,2
374,0
375,1
376,2
377,0
378,0
379,0
380,0
381,0
382,1
383,0
384,1
385,0
386,2
387,0
388,1
389,2
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,1
401,0
402,1
403,0
404,2
405,0
406,1
407,2
408,0
409,0
410,0
411,1
412,0
413,1
414,0
415,2
416,0
417,1
418,2
419,0
420,0
421,0
422,1
423,0
424,1
425,0
426,2
427,0
428,1
429,2
430,0
431,0
432,0
433,1
434,0
435,1
436,0
437,2
438,0
439,1
440,2
441,0
442,0
443,0
444,1
445,0
446,1
447,0
448,2
449,0
450,1
451,2
452,0
453,0
454,0
455,1
456,0
457,1
458,0
459,2
460,0
461,1
462,2
463,0
464,0
465,0
466,1
467,0
468,1
469,0
470,2
471,0
472,1
473,2
474,0
475,0
476,0
477,1
478,0
479,1
480,0
481,2
482,0
483,1
484,2
485,0
486,0
487,0
488,1
489,0
490,1
491,0
492,2
493,0
494,1
495,2
496,0
497,0
498,0
499,0
500,0
501,1
502,0
503,1
504,0
505,2
506,0
507,1
508,2
509,0
510,0
511,0
512,0
513,0
514,1
515,0
516,1
517,0
518,2
519,0
520,1
521,2
522,0
523,0
524,0
525,0
526,0
527,1
528,0
529,1
530,0
531,2
