timestep,demand
0,0
1,0
2,0
3,0
4,1
5,0
6,1
7,0
8,2
9,0
10,1
11,2
12,0
13,0
14,0
15,1
16,0
17,1
18,0
19,2
20,0
21,1
22,2
23,0
24,0
25,0
26,1
27,0
28,1
29,0
30,2
31,0
32,1
33,2
34,0
35,0
36,0
37,1
38,0
39,1
40,0
41,2
42,0
43,1
44,2
45,0
46,0
47,0
48,1
49,0
50,1
51,0
52,2
53,0
54,1
55,2
56,0
57,0
58,0
59,1
60,0
61,1
62,0
63,2
64,0
65,1
66,2
67,0
68,0
69,0
70,1
71,0
72,1
73,0
74,2
75,0
76,1
77,2
78,0
79,0
80,0
81,0
82,0
83,1
84,0
85,1
86,0
87,2
88,0
89,1
90,2
91,0
92,0
93,0
94,0
95,0
96,1
97,0
98,1
99,0
100,2
101,0
102,1
103,2
104,0
105,0
106,0
107,0
108,0
109,1
110,0
111,1
112,0
113,2
114,0
115,1
116,2
117,0
118,0
119,0
120,0
121,0
122,1
123,0
124,1
125,0
126,2
127,0
128,1
129,2
130,0
131,0
132,0
133,0
134,0
135,1
136,0
137,1
138,0
139,2
140,0
141,1
142,2
143,0
144,0
145,0
