timestep,demand
0,0
1,0
2,0
3,0
4,0
5,1
6,0
7,1
8,0
9,2
10,0
11,1
12,2
13,0
14,0
15,0
16,1
17,0
18,1
19,0
20,2
21,0
22,1
23,2
24,0
25,0
26,0
27,1
28,0
29,1
30,0
31,2
32,0
33,1
34,2
35,0
36,0
37,0
38,1
39,0
40,1
41,0
42,2
43,0
44,1
45,2
46,0
47,0
48,0
49,1
50,0
51,1
52,0
53,2
54,0
55,1
56,2
57,0
58,0
59,0
60,0
61,0
62,1
63,0
64,1
65,0
66,2
67,0
68,1
69,2
70,0
71,0
72,0
73,0
74,0
75,1
76,0
77,1
78,0
79,2
80,0
81,1
82,2
83,0
84,0
85,0
86,0
87,0
88,1
89,0
90,1
91,0
92,2
93,0
94,1
95,2
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,1
108,0
109,1
110,0
111,2
112,0
113,1
114,2
115,0
116,0
117,0
118,1
119,0
120,1
121,0
122,2
123,0
124,1
125,2
126,0
127,0
128,0
129,1
130,0
131,1
132,0
133,2
134,0
135,1
136,2
137,0
138,0
139,0
140,1
141,0
142,1
143,0
144,2
145,0
146,1
147,2
148,0
149,0
150,0
151,1
152,0
153,1
154,0
155,2
156,0
157,1
158,2
159,0
160,0
161,0
162,0
163,0
164,1
165,0
166,1
167,0
168,2
169,0
170,1
171,2
172,0
173,0
174,0
175,0
176,0
177,1
178,0
179,1
180,0
181,2
182,0
183,1
184,2
185,0
186,0
187,0
188,0
189,0
190,1
191,0
192,1
193,0
194,2
195,0
196,1
197,2
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,1
209,0
210,1
211,0
212,2
213,0
214,1
215,2
216,0
217,0
218,0
219,1
220,0
221,1
222,0
223,2
224,0
225,1
226,2
227,0
228,0
229,0
230,1
231,0
232,1
233,0
234,2
235,0
236,1
237,2
238,0
239,0
240,0
241,1
242,0
243,1
244,0
245,2
246,0
247,1
248,2
249,0
250,0
251,0
252,1
253,0
254,1
255,0
256,2
257,0
258,1
259,2
260,0
261,0
262,0
263,0
264,0
265,1
266,0
267,1
268,0
269,2
270,0
271,1
272,2
273,0
274,0
275,0
276,0
277,0
278,1
279,0
280,1
281,0
282,2
283,0
284,1
285,2
286,0
287,0
288,0
289,0
290,0
291,1
292,0
293,1
294,0
295,2
296,0
297,1
298,2
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,1
310,0
311,1
312,0
313,2
314,0
315,1
316,2
317,0
318,0
319,0
320,1
321,0
322,1
323,0
324,2
325,0
326,1
327,2
328,0
329,0
330,0
331,1
332,0
333,1
334,0
335,2
336,0
337,1
338,2
339,0
340,0
341,0
342,1
343,0
344,1
345,0
346,2
347,0
348,1
349,2
350,0
351,0
352,0
353,1
354,0
355,1
356,0
357,2
358,0
359,1
360,2
361,0
362,0
363,0
364,0
365,0
366,1
367,0
368,1
369,0
370,2
371,0
372,1
373,2
374,0
375,0
376,0
377,0
378,0
379,1
380,0
381,1
382,0
383,2
384,0
385,1
386,2
387,0
388,0
389,0
390,0
391,0
392,1
393,0
394,1
395,0
396,2
397,0
398,1
399,2
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,1
411,0
412,1
413,0
414,2
415,0
416,1
417,2
418,0
419,0
420,0
421,1
422,0
423,1
424,0
425,2
426,0
427,1
428,2
429,0
430,0
431,0
432,1
433,0
434,1
435,0
436,2
437,0
438,1
439,2
440,0
441,0
442,0
443,1
444,0
445,1
446,0
447,2
448,0
449,1
450,2
451,0
452,0
453,0
454,1
455,0
456,1
457,0
458,2
459,0
460,1
461,2
462,0
463,0
464,0
465,0
466,0
467,1
468,0
469,1
470,0
471,2
472,0
473,1
474,2
475,0
476,0
477,0
478,0
479,0
480,1
481,0
482,1
483,0
484,2
485,0
486,1
487,2
488,0
489,0
490,0
491,0
492,0
493,1
494,0
495,1
496,0
497,2
498,0
499,1
500,2
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,1
512,0
513,1
514,0
515,2
516,0
517,1
518,2
519,0
520,0
521,0
522,1
523,0
524,1
525,0
526,2
527,0
528,1
529,2
530,0
531,0
