timestep,demand
0,0
1,0
2,0
3,0
4,1
5,0
6,1
7,0
8,2
9,0
10,1
11,2
12,0
13,0
14,0
15,1
16,0
17,1
18,0
19,2
20,0
21,1
22,2
23,0
24,0
25,0
26,1
27,0
28,1
29,0
30,2
31,0
32,1
33,2
34,0
35,0
36,0
37,1
38,0
39,1
40,0
41,2
42,0
43,1
44,2
45,0
46,0
47,0
48,1
49,0
50,1
51,0
52,2
53,0
54,1
55,2
56,0
57,0
58,0
59,1
60,0
61,1
62,0
63,2
64,0
65,1
66,2
67,0
68,0
69,0
70,1
71,0
72,1
73,0
74,2
75,0
76,1
77,2
78,0
79,0
80,0
81,1
82,0
83,1
84,0
85,2
86,0
87,1
88,2
89,0
90,0
91,0
92,1
93,0
94,1
95,0
96,2
97,0
98,1
99,2
100,0
101,0
102,0
103,1
104,0
105,1
106,0
107,2
108,0
109,1
110,2
111,0
112,0
113,0
114,1
115,0
116,1
117,0
118,2
119,0
120,1
121,2
122,0
123,0
124,0
125,1
126,0
127,1
128,0
129,2
130,0
131,1
132,2
133,0
134,0
135,0
136,1
137,0
138,1
139,0
140,2
141,0
142,1
143,2
144,0
145,0
146,0
147,1
148,0
149,1
150,0
151,2
152,0
153,1
154,2
155,0
156,0
157,0
158,1
159,0
160,1
161,0
162,2
163,0
164,1
165,2
166,0
167,0
168,0
169,1
170,0
171,1
172,0
173,2
174,0
175,1
176,2
177,0
178,0
179,0
180,1
181,0
182,1
183,0
184,2
185,0
186,1
187,2
188,0
189,0
190,0
191,0
192,0
193,1
194,0
195,1
196,0
197,2
198,0
199,1
200,2
201,0
202,0
203,0
204,0
205,0
206,1
207,0
208,1
209,0
210,2
211,0
212,1
213,2
214,0
215,0
216,0
217,0
218,0
219,1
220,0
221,1
222,0
223,2
224,0
225,1
226,2
227,0
228,0
229,0
230,0
231,0
232,1
233,0
234,1
235,0
236,2
237,0
238,1
239,2
240,0
241,0
242,0
243,0
244,0
245,1
246,0
247,1
248,0
249,2
250,0
251,1
252,2
253,0
254,0
255,0
256,0
257,0
258,1
259,0
260,1
261,0
262,2
263,0
264,1
265,2
266,0
267,0
268,0
269,0
270,0
271,1
272,0
273,1
274,0
275,2
276,0
277,1
278,2
279,0
280,0
281,0
282,0
283,0
284,1
285,0
286,1
287,0
288,2
289,0
290,1
291,2
292,0
293,0
294,0
295,0
296,0
297,1
298,0
299,1
300,0
301,2
302,0
303,1
304,2
305,0
306,0
307,0
308,0
309,0
310,1
311,0
312,1
313,0
314,2
315,0
316,1
317,2
318,0
319,0
320,0
321,0
322,0
323,1
324,0
325,1
326,0
327,2
328,0
329,1
330,2
331,0
332,0
333,0
334,0
335,0
336,1
337,0
338,1
339,0
340,2
341,0
342,1
343,2
344,0
345,0
346,0
347,0
348,0
349,1
350,0
351,1
352,0
353,2
354,0
355,1
356,2
357,0
358,0
359,0
360,0
361,0
362,1
363,0
364,1
365,0
366,2
367,0
368,1
369,2
370,0
371,0
372,0
373,0
374,0
375,1
376,0
377,1
378,0
379,2
380,0
381,1
382,2
383,0
384,0
385,0
