timestep,demand
0,0
1,4
2,4
3,0
4,1
5,0
6,2
7,0
8,1
9,2
10,0
11,0
12,1
13,0
14,1
15,0
16,2
17,0
18,1
19,2
20,0
21,1
22,0
23,2
24,0
25,1
26,0
27,0
28,1
29,0
30,2
31,0
32,1
33,2
34,0
35,0
36,1
37,0
38,1
39,0
40,1
41,1
42,0
43,2
44,0
45,1
46,2
47,0
48,0
49,1
50,0
51,1
52,0
53,2
54,0
55,1
56,2
57,0
58,1
59,0
60,2
61,0
62,1
63,0
64,0
65,1
66,0
67,2
68,0
69,1
70,2
71,0
72,0
73,1
74,0
75,1
76,0
77,1
78,1
79,0
80,2
81,0
82,1
83,2
84,0
85,0
86,1
87,0
88,1
89,0
90,2
91,0
92,1
93,2
94,0
95,1
96,0
97,2
98,0
99,1
100,0
101,0
102,1
103,0
104,2
105,0
106,1
107,2
108,0
109,0
110,1
111,0
112,1
113,0
114,1
115,1
116,0
117,2
118,0
119,1
120,2
121,0
122,0
123,1
124,0
125,1
126,0
127,2
128,0
129,1
130,2
131,0
132,1
133,0
134,2
135,0
136,1
137,0
138,0
139,1
140,0
141,2
142,0
143,1
144,2
145,0
146,1
147,1
148,0
149,1
150,0
151,0
152,1
153,0
154,2
155,0
156,1
157,2
158,0
159,0
160,1
161,1
162,1
163,0
164,0
165,1
166,0
167,2
168,0
169,1
170,2
171,0
172,0
173,1
174,0
175,1
176,0
177,1
178,0
179,0
180,1
181,1
182,0
183,1
184,0
185,2
186,0
187,1
188,2
189,0
190,1
191,1
192,1
193,0
194,2
195,0
196,1
197,2
198,0
199,0
200,1
201,1
202,1
203,0
204,0
205,1
206,0
207,2
208,0
209,1
210,2
211,0
212,0
213,1
214,0
215,1
216,0
217,1
218,0
219,0
220,1
221,1
222,0
223,1
224,0
225,2
226,0
227,1
228,2
229,0
230,1
231,1
232,1
233,0
234,2
235,0
236,1
237,2
238,0
239,0
240,1
241,1
242,1
243,0
244,0
245,1
246,0
247,2
248,0
249,1
250,2
251,0
252,0
253,1
254,0
255,1
256,0
257,1
258,0
259,0
260,1
261,1
262,0
263,1
264,0
265,2
266,0
267,1
268,2
269,0
270,1
271,1
272,1
273,0
274,2
275,0
276,1
277,2
278,0
279,0
280,1
281,1
282,1
283,0
284,0
285,1
286,0
287,2
288,0
289,1
290,2
291,0
292,0
293,1
294,0
295,1
296,0
297,1
298,0
299,1
300,0
301,1
302,0
303,1
304,0
305,2
306,0
307,1
308,2
309,0
310,1
311,1
312,1
313,0
314,2
315,0
316,1
317,2
318,0
319,0
320,2
321,0
322,2
323,0
324,1
325,2
326,0
327,0
328,1
329,0
330,1
331,0
332,2
333,0
334,1
335,2
336,0
337,1
338,0
339,2
340,0
341,1
342,0
343,0
344,1
345,0
346,2
347,0
348,1
349,2
350,0
351,0
352,1
353,0
354,1
355,0
356,1
357,1
358,0
359,2
360,0
361,1
362,2
363,0
364,0
365,1
366,0
367,1
368,0
369,2
370,0
371,1
372,2
373,0
374,1
375,0
376,2
377,0
378,1
379,0
380,0
381,1
382,0
383,2
384,0
385,1
386,2
387,0
388,0
389,1
390,0
391,1
392,0
393,1
394,1
395,0
396,2
397,0
398,1
399,2
400,0
401,0
402,1
403,0
404,1
405,0
406,2
407,0
408,1
409,2
410,0
411,1
412,0
413,2
414,0
415,1
416,0
417,0
418,1
419,0
420,2
421,0
422,1
423,2
424,0
425,0
426,1
427,0
428,1
429,0
430,1
431,1
432,0
433,2
434,0
435,1
436,2
437,0
438,0
439,1
440,0
441,1
442,0
443,2
444,0
445,1
446,2
447,0
448,1
449,0
450,2
451,0
452,1
453,0
454,0
455,1
456,0
457,2
458,0
459,1
460,2
461,0
462,1
463,1
464,0
465,1
466,0
467,0
468,1
469,0
470,2
471,0
472,1
473,2
474,0
475,0
476,1
477,1
478,1
479,0
480,0
481,1
482,0
483,2
484,0
485,1
486,2
487,0
488,0
489,1
490,0
491,1
492,0
493,1
494,0
495,0
496,1
497,1
498,0
499,1
500,0
501,2
502,0
503,1
504,2
505,0
506,1
507,1
508,1
509,0
510,2
511,0
512,1
513,2
514,0
515,0
516,1
517,1
518,1
519,0
520,0
521,1
522,0
523,2
524,0
525,1
526,2
527,0
528,0
529,1
530,0
531,1
532,0
533,1
534,0
535,0
536,1
537,1
538,0
539,1
540,0
541,2
542,0
543,1
544,2
545,0
546,1
547,1
548,1
549,0
550,2
551,0
552,1
553,2
554,0
555,0
556,1
557,1
558,1
559,0
560,0
561,1
562,0
563,2
564,0
565,1
566,2
567,0
568,0
569,1
570,0
571,1
572,0
573,1
574,0
575,0
576,1
577,1
578,0
579,1
580,0
581,2
582,0
583,1
584,2
585,0
586,1
587,1
588,1
589,0
590,2
591,0
592,1
593,2
594,0
595,0
596,1
597,1
598,1
599,0
600,0
601,1
602,0
603,2
604,0
605,1
