trace_name,policy,trace_length,logical_qubit_budget,real_trace_compressibility,C,B,feasible,feasible_reason,T_static,T_exe,stall_cycles,stall_ratio,Delta_max,Gamma,peak_demand,mean_demand,total_T,QTV_proxy,normalized_makespan
multiplier_n4,smoothed,1381,16,1.0729893953093352,3,3,1,feasible,1381,1381.0,0.0,0.0,0,0,1,0.7081824764663287,978,22096.0,1.0
multiplier_n4,smoothed,1381,16,1.0729893953093352,3,4,1,feasible,1381,1381.0,0.0,0.0,0,0,1,0.7081824764663287,978,22096.0,1.0
multiplier_n4,smoothed,1381,16,1.0729893953093352,3,5,1,feasible,1381,1381.0,0.0,0.0,0,0,1,0.7081824764663287,978,22096.0,1.0
multiplier_n4,smoothed,1381,16,1.0729893953093352,3,6,1,feasible,1381,1381.0,0.0,0.0,0,0,1,0.7081824764663287,978,22096.0,1.0
multiplier_n4,smoothed,1381,16,1.0729893953093352,3,7,1,feasible,1381,1381.0,0.0,0.0,0,0,1,0.7081824764663287,978,22096.0,1.0
multiplier_n4,smoothed,1381,16,1.0729893953093352,3,8,1,feasible,1381,1381.0,0.0,0.0,0,0,1,0.7081824764663287,978,22096.0,1.0
multiplier_n4,smoothed,1381,16,1.0729893953093352,3,9,1,feasible,1381,1381.0,0.0,0.0,0,0,1,0.7081824764663287,978,22096.0,1.0
multiplier_n4,smoothed,1381,16,1.0729893953093352,3,10,1,feasible,1381,1381.0,0.0,0.0,0,0,1,0.7081824764663287,978,22096.0,1.0
multiplier_n4,smoothed,1381,16,1.0729893953093352,3,11,1,feasible,1381,1381.0,0.0,0.0,0,0,1,0.7081824764663287,978,22096.0,1.0
multiplier_n4,smoothed,1381,16,1.0729893953093352,3,12,1,feasible,1381,1381.0,0.0,0.0,0,0,1,0.7081824764663287,978,22096.0,1.0
multiplier_n4,smoothed,1381,16,1.0729893953093352,3,13,1,feasible,1381,1381.0,0.0,0.0,0,0,1,0.7081824764663287,978,22096.0,1.0
multiplier_n4,smoothed,1381,16,1.0729893953093352,3,14,1,feasible,1381,1381.0,0.0,0.0,0,0,1,0.7081824764663287,978,22096.0,1.0
multiplier_n4,smoothed,1381,16,1.0729893953093352,3,15,1,feasible,1381,1381.0,0.0,0.0,0,0,1,0.7081824764663287,978,22096.0,1.0
multiplier_n4,smoothed,1381,16,1.0729893953093352,4,0,1,feasible,1381,1381.0,0.0,0.0,0,0,1,0.7081824764663287,978,22096.0,1.0
multiplier_n4,smoothed,1381,16,1.0729893953093352,4,1,1,feasible,1381,1381.0,0.0,0.0,0,0,1,0.7081824764663287,978,22096.0,1.0
multiplier_n4,smoothed,1381,16,1.0729893953093352,4,2,1,feasible,1381,1381.0,0.0,0.0,0,0,1,0.7081824764663287,978,22096.0,1.0
multiplier_n4,smoothed,1381,16,1.0729893953093352,4,3,1,feasible,1381,1381.0,0.0,0.0,0,0,1,0.7081824764663287,978,22096.0,1.0
