trace_name,C,B,real_trace_compressibility,Delta_max_capacity_aware_static,Delta_max_smoothed,Delta_max_static_min,Gamma_capacity_aware_static,Gamma_smoothed,Gamma_static_min,QTV_proxy_capacity_aware_static,QTV_proxy_smoothed,QTV_proxy_static_min,T_exe_capacity_aware_static,T_exe_smoothed,T_exe_static_min,T_static_capacity_aware_static,T_static_smoothed,T_static_static_min,feasible_capacity_aware_static,feasible_smoothed,feasible_static_min,stall_cycles_capacity_aware_static,stall_cycles_smoothed,stall_cycles_static_min,both_feasible,inversion,T_exe_improvement,stall_reduction,relative_change_in_QTV
qft_n8,6,1,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,6,2,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,6,3,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,6,4,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,6,5,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,6,6,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,6,7,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,6,8,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,6,9,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,6,10,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,6,11,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,6,12,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,6,13,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,6,14,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,6,15,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,7,0,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,7,1,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,7,2,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,7,3,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,7,4,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,7,5,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,7,6,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,7,7,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,7,8,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,7,9,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,7,10,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,7,11,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,7,12,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,7,13,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,7,14,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
qft_n8,7,15,0.7440525026712468,0,0,0,0,0,0,4397888.0,4397888.0,4397888.0,549736.0,549736.0,549736.0,549736,549736,549736,1,1,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0
