trace_name,policy,trace_length,logical_qubit_budget,real_trace_compressibility,C,B,feasible,feasible_reason,T_static,T_exe,stall_cycles,stall_ratio,Delta_max,Gamma,peak_demand,mean_demand,total_T,QTV_proxy,normalized_makespan,workload_family,workload_name,instance_id,size_n,grid_type,synthesis_precision,variant
cla_adder_n8,static_min,120,17,1.268867054216968,1,0,0,peak_demand_exceeds_reachable_stock,120,inf,inf,1.0,177,205,16,2.45,294,inf,inf,cla_adder,CLA adder,cla_adder_n8,8,full,qiskit_transpile_optimization_level_1_seed_42_basis_h_s_sdg_cx_t_tdg,kogge_stone_parallel_prefix
cla_adder_n8,static_min,120,17,1.268867054216968,1,1,0,peak_demand_exceeds_reachable_stock,120,inf,inf,1.0,177,205,16,2.45,294,inf,inf,cla_adder,CLA adder,cla_adder_n8,8,full,qiskit_transpile_optimization_level_1_seed_42_basis_h_s_sdg_cx_t_tdg,kogge_stone_parallel_prefix
cla_adder_n8,static_min,120,17,1.268867054216968,1,2,0,peak_demand_exceeds_reachable_stock,120,inf,inf,1.0,177,205,16,2.45,294,inf,inf,cla_adder,CLA adder,cla_adder_n8,8,full,qiskit_transpile_optimization_level_1_seed_42_basis_h_s_sdg_cx_t_tdg,kogge_stone_parallel_prefix
cla_adder_n8,static_min,120,17,1.268867054216968,1,3,0,peak_demand_exceeds_reachable_stock,120,inf,inf,1.0,177,205,16,2.45,294,inf,inf,cla_adder,CLA adder,cla_adder_n8,8,full,qiskit_transpile_optimization_level_1_seed_42_basis_h_s_sdg_cx_t_tdg,kogge_stone_parallel_prefix
cla_adder_n8,static_min,120,17,1.268867054216968,1,4,0,peak_demand_exceeds_reachable_stock,120,inf,inf,1.0,177,205,16,2.45,294,inf,inf,cla_adder,CLA adder,cla_adder_n8,8,full,qiskit_transpile_optimization_level_1_seed_42_basis_h_s_sdg_cx_t_tdg,kogge_stone_parallel_prefix
cla_adder_n8,static_min,120,17,1.268867054216968,1,5,0,peak_demand_exceeds_reachable_stock,120,inf,inf,1.0,177,205,16,2.45,294,inf,inf,cla_adder,CLA adder,cla_adder_n8,8,full,qiskit_transpile_optimization_level_1_seed_42_basis_h_s_sdg_cx_t_tdg,kogge_stone_parallel_prefix
cla_adder_n8,static_min,120,17,1.268867054216968,1,6,0,peak_demand_exceeds_reachable_stock,120,inf,inf,1.0,177,205,16,2.45,294,inf,inf,cla_adder,CLA adder,cla_adder_n8,8,full,qiskit_transpile_optimization_level_1_seed_42_basis_h_s_sdg_cx_t_tdg,kogge_stone_parallel_prefix
cla_adder_n8,static_min,120,17,1.268867054216968,1,7,0,peak_demand_exceeds_reachable_stock,120,inf,inf,1.0,177,205,16,2.45,294,inf,inf,cla_adder,CLA adder,cla_adder_n8,8,full,qiskit_transpile_optimization_level_1_seed_42_basis_h_s_sdg_cx_t_tdg,kogge_stone_parallel_prefix
cla_adder_n8,static_min,120,17,1.268867054216968,1,8,0,peak_demand_exceeds_reachable_stock,120,inf,inf,1.0,177,205,16,2.45,294,inf,inf,cla_adder,CLA adder,cla_adder_n8,8,full,qiskit_transpile_optimization_level_1_seed_42_basis_h_s_sdg_cx_t_tdg,kogge_stone_parallel_prefix
cla_adder_n8,static_min,120,17,1.268867054216968,1,9,0,peak_demand_exceeds_reachable_stock,120,inf,inf,1.0,177,205,16,2.45,294,inf,inf,cla_adder,CLA adder,cla_adder_n8,8,full,qiskit_transpile_optimization_level_1_seed_42_basis_h_s_sdg_cx_t_tdg,kogge_stone_parallel_prefix
cla_adder_n8,static_min,120,17,1.268867054216968,1,10,0,peak_demand_exceeds_reachable_stock,120,inf,inf,1.0,177,205,16,2.45,294,inf,inf,cla_adder,CLA adder,cla_adder_n8,8,full,qiskit_transpile_optimization_level_1_seed_42_basis_h_s_sdg_cx_t_tdg,kogge_stone_parallel_prefix
cla_adder_n8,static_min,120,17,1.268867054216968,1,11,0,peak_demand_exceeds_reachable_stock,120,inf,inf,1.0,177,205,16,2.45,294,inf,inf,cla_adder,CLA adder,cla_adder_n8,8,full,qiskit_transpile_optimization_level_1_seed_42_basis_h_s_sdg_cx_t_tdg,kogge_stone_parallel_prefix
cla_adder_n8,static_min,120,17,1.268867054216968,1,12,0,peak_demand_exceeds_reachable_stock,120,inf,inf,1.0,177,205,16,2.45,294,inf,inf,cla_adder,CLA adder,cla_adder_n8,8,full,qiskit_transpile_optimization_level_1_seed_42_basis_h_s_sdg_cx_t_tdg,kogge_stone_parallel_prefix
cla_adder_n8,static_min,120,17,1.268867054216968,1,13,0,peak_demand_exceeds_reachable_stock,120,inf,inf,1.0,177,205,16,2.45,294,inf,inf,cla_adder,CLA adder,cla_adder_n8,8,full,qiskit_transpile_optimization_level_1_seed_42_basis_h_s_sdg_cx_t_tdg,kogge_stone_parallel_prefix
cla_adder_n8,static_min,120,17,1.268867054216968,1,14,0,peak_demand_exceeds_reachable_stock,120,inf,inf,1.0,177,205,16,2.45,294,inf,inf,cla_adder,CLA adder,cla_adder_n8,8,full,qiskit_transpile_optimization_level_1_seed_42_basis_h_s_sdg_cx_t_tdg,kogge_stone_parallel_prefix
cla_adder_n8,static_min,120,17,1.268867054216968,1,15,1,feasible,120,297.0,177.0,0.5959595959595959,177,205,16,2.45,294,5049.0,2.475,cla_adder,CLA adder,cla_adder_n8,8,full,qiskit_transpile_optimization_level_1_seed_42_basis_h_s_sdg_cx_t_tdg,kogge_stone_parallel_prefix
cla_adder_n8,capacity_aware_static,296,17,1.268867054216968,1,0,1,feasible,296,296.0,0.0,0.0,0,0,1,0.9932432432432432,294,5032.0,1.0,cla_adder,CLA adder,cla_adder_n8,8,full,qiskit_transpile_optimization_level_1_seed_42_basis_h_s_sdg_cx_t_tdg,kogge_stone_parallel_prefix
