trace_name,policy,trace_length,logical_qubit_budget,real_trace_compressibility,C,B,feasible,feasible_reason,T_static,T_exe,stall_cycles,stall_ratio,Delta_max,Gamma,peak_demand,mean_demand,total_T,QTV_proxy,normalized_makespan,workload_family,workload_name,instance_id,size_n,grid_type,synthesis_precision,variant
cla_adder_n16,static_min,215,33,1.325276693499209,1,0,0,peak_demand_exceeds_reachable_stock,215,inf,inf,1.0,586,616,32,3.7116279069767444,798,inf,inf,cla_adder,CLA adder,cla_adder_n16,16,full,qiskit_transpile_optimization_level_1_seed_42_basis_h_s_sdg_cx_t_tdg,kogge_stone_parallel_prefix
cla_adder_n16,static_min,215,33,1.325276693499209,1,1,0,peak_demand_exceeds_reachable_stock,215,inf,inf,1.0,586,616,32,3.7116279069767444,798,inf,inf,cla_adder,CLA adder,cla_adder_n16,16,full,qiskit_transpile_optimization_level_1_seed_42_basis_h_s_sdg_cx_t_tdg,kogge_stone_parallel_prefix
cla_adder_n16,static_min,215,33,1.325276693499209,1,2,0,peak_demand_exceeds_reachable_stock,215,inf,inf,1.0,586,616,32,3.7116279069767444,798,inf,inf,cla_adder,CLA adder,cla_adder_n16,16,full,qiskit_transpile_optimization_level_1_seed_42_basis_h_s_sdg_cx_t_tdg,kogge_stone_parallel_prefix
cla_adder_n16,static_min,215,33,1.325276693499209,1,3,0,peak_demand_exceeds_reachable_stock,215,inf,inf,1.0,586,616,32,3.7116279069767444,798,inf,inf,cla_adder,CLA adder,cla_adder_n16,16,full,qiskit_transpile_optimization_level_1_seed_42_basis_h_s_sdg_cx_t_tdg,kogge_stone_parallel_prefix
cla_adder_n16,static_min,215,33,1.325276693499209,1,4,0,peak_demand_exceeds_reachable_stock,215,inf,inf,1.0,586,616,32,3.7116279069767444,798,inf,inf,cla_adder,CLA adder,cla_adder_n16,16,full,qiskit_transpile_optimization_level_1_seed_42_basis_h_s_sdg_cx_t_tdg,kogge_stone_parallel_prefix
cla_adder_n16,static_min,215,33,1.325276693499209,1,5,0,peak_demand_exceeds_reachable_stock,215,inf,inf,1.0,586,616,32,3.7116279069767444,798,inf,inf,cla_adder,CLA adder,cla_adder_n16,16,full,qiskit_transpile_optimization_level_1_seed_42_basis_h_s_sdg_cx_t_tdg,kogge_stone_parallel_prefix
cla_adder_n16,static_min,215,33,1.325276693499209,1,6,0,peak_demand_exceeds_reachable_stock,215,inf,inf,1.0,586,616,32,3.7116279069767444,798,inf,inf,cla_adder,CLA adder,cla_adder_n16,16,full,qiskit_transpile_optimization_level_1_seed_42_basis_h_s_sdg_cx_t_tdg,kogge_stone_parallel_prefix
cla_adder_n16,static_min,215,33,1.325276693499209,1,7,0,peak_demand_exceeds_reachable_stock,215,inf,inf,1.0,586,616,32,3.7116279069767444,798,inf,inf,cla_adder,CLA adder,cla_adder_n16,16,full,qiskit_transpile_optimization_level_1_seed_42_basis_h_s_sdg_cx_t_tdg,kogge_stone_parallel_prefix
cla_adder_n16,static_min,215,33,1.325276693499209,1,8,0,peak_demand_exceeds_reachable_stock,215,inf,inf,1.0,586,616,32,3.7116279069767444,798,inf,inf,cla_adder,CLA adder,cla_adder_n16,16,full,qiskit_transpile_optimization_level_1_seed_42_basis_h_s_sdg_cx_t_tdg,kogge_stone_parallel_prefix
cla_adder_n16,static_min,215,33,1.325276693499209,1,9,0,peak_demand_exceeds_reachable_stock,215,inf,inf,1.0,586,616,32,3.7116279069767444,798,inf,inf,cla_adder,CLA adder,cla_adder_n16,16,full,qiskit_transpile_optimization_level_1_seed_42_basis_h_s_sdg_cx_t_tdg,kogge_stone_parallel_prefix
