trace_name,policy,trace_length,logical_qubit_budget,real_trace_compressibility,C,B,feasible,feasible_reason,T_static,T_exe,stall_cycles,stall_ratio,Delta_max,Gamma,peak_demand,mean_demand,total_T,QTV_proxy,normalized_makespan
qft_n8,static_min,549736,8,0.7440525026712468,1,0,0,peak_demand_exceeds_reachable_stock,549736,inf,inf,1.0,303771,372461,6,1.4935841931399798,821077,inf,inf
qft_n8,static_min,549736,8,0.7440525026712468,1,1,0,peak_demand_exceeds_reachable_stock,549736,inf,inf,1.0,303771,372461,6,1.4935841931399798,821077,inf,inf
qft_n8,static_min,549736,8,0.7440525026712468,1,2,0,peak_demand_exceeds_reachable_stock,549736,inf,inf,1.0,303771,372461,6,1.4935841931399798,821077,inf,inf
qft_n8,static_min,549736,8,0.7440525026712468,1,3,0,peak_demand_exceeds_reachable_stock,549736,inf,inf,1.0,303771,372461,6,1.4935841931399798,821077,inf,inf
qft_n8,static_min,549736,8,0.7440525026712468,1,4,0,peak_demand_exceeds_reachable_stock,549736,inf,inf,1.0,303771,372461,6,1.4935841931399798,821077,inf,inf
qft_n8,static_min,549736,8,0.7440525026712468,1,5,1,feasible,549736,874765.0,325029.0,0.37156150508993846,303771,372461,6,1.4935841931399798,821077,6998120.0,1.5912456160775355
qft_n8,static_min,549736,8,0.7440525026712468,1,6,1,feasible,549736,874764.0,325028.0,0.3715607866807505,303771,372461,6,1.4935841931399798,821077,6998112.0,1.5912437970225708
qft_n8,static_min,549736,8,0.7440525026712468,1,7,1,feasible,549736,874763.0,325027.0,0.37156006826991994,303771,372461,6,1.4935841931399798,821077,6998104.0,1.5912419779676064
qft_n8,static_min,549736,8,0.7440525026712468,1,8,1,feasible,549736,874762.0,325026.0,0.37155934985744693,303771,372461,6,1.4935841931399798,821077,6998096.0,1.5912401589126417
qft_n8,static_min,549736,8,0.7440525026712468,1,9,1,feasible,549736,874761.0,325025.0,0.3715586314433314,303771,372461,6,1.4935841931399798,821077,6998088.0,1.591238339857677
qft_n8,static_min,549736,8,0.7440525026712468,1,10,1,feasible,549736,874760.0,325024.0,0.3715579130275733,303771,372461,6,1.4935841931399798,821077,6998080.0,1.5912365208027126
qft_n8,static_min,549736,8,0.7440525026712468,1,11,1,feasible,549736,874759.0,325023.0,0.3715571946101726,303771,372461,6,1.4935841931399798,821077,6998072.0,1.591234701747748
qft_n8,static_min,549736,8,0.7440525026712468,1,12,1,feasible,549736,874758.0,325022.0,0.3715564761911294,303771,372461,6,1.4935841931399798,821077,6998064.0,1.5912328826927835
qft_n8,static_min,549736,8,0.7440525026712468,1,13,1,feasible,549736,874757.0,325021.0,0.3715557577704437,303771,372461,6,1.4935841931399798,821077,6998056.0,1.5912310636378189
qft_n8,static_min,549736,8,0.7440525026712468,1,14,1,feasible,549736,874756.0,325020.0,0.37155503934811535,303771,372461,6,1.4935841931399798,821077,6998048.0,1.5912292445828544
qft_n8,static_min,549736,8,0.7440525026712468,1,15,1,feasible,549736,874755.0,325019.0,0.3715543209241445,303771,372461,6,1.4935841931399798,821077,6998040.0,1.5912274255278898
qft_n8,capacity_aware_static,842340,8,0.7440525026712468,1,0,1,feasible,842340,842340.0,0.0,0.0,0,0,1,0.9747572239238312,821077,6738720.0,1.0
qft_n8,capacity_aware_static,842340,8,0.7440525026712468,1,1,1,feasible,842340,842340.0,0.0,0.0,0,0,1,0.9747572239238312,821077,6738720.0,1.0
qft_n8,capacity_aware_static,842340,8,0.7440525026712468,1,2,1,feasible,842340,842340.0,0.0,0.0,0,0,1,0.9747572239238312,821077,6738720.0,1.0
qft_n8,capacity_aware_static,842340,8,0.7440525026712468,1,3,1,feasible,842340,842340.0,0.0,0.0,0,0,1,0.9747572239238312,821077,6738720.0,1.0
qft_n8,capacity_aware_static,842340,8,0.7440525026712468,1,4,1,feasible,842340,842340.0,0.0,0.0,0,0,1,0.9747572239238312,821077,6738720.0,1.0
