trace_name,C,B,real_trace_compressibility,Delta_max_smoothed,Delta_max_static_min,Gamma_smoothed,Gamma_static_min,QTV_proxy_smoothed,QTV_proxy_static_min,T_exe_smoothed,T_exe_static_min,T_static_smoothed,T_static_static_min,feasible_smoothed,feasible_static_min,stall_cycles_smoothed,stall_cycles_static_min,both_feasible,inversion,T_exe_improvement,stall_reduction,relative_change_in_QTV
multiplier_n4,6,5,1.0729893953093352,0,0,0,0,22096.0,22096.0,1381.0,1381.0,1381,1381,1,1,0.0,0.0,1,0,0.0,0.0,0.0
multiplier_n4,6,6,1.0729893953093352,0,0,0,0,22096.0,22096.0,1381.0,1381.0,1381,1381,1,1,0.0,0.0,1,0,0.0,0.0,0.0
multiplier_n4,6,7,1.0729893953093352,0,0,0,0,22096.0,22096.0,1381.0,1381.0,1381,1381,1,1,0.0,0.0,1,0,0.0,0.0,0.0
multiplier_n4,6,8,1.0729893953093352,0,0,0,0,22096.0,22096.0,1381.0,1381.0,1381,1381,1,1,0.0,0.0,1,0,0.0,0.0,0.0
multiplier_n4,6,9,1.0729893953093352,0,0,0,0,22096.0,22096.0,1381.0,1381.0,1381,1381,1,1,0.0,0.0,1,0,0.0,0.0,0.0
multiplier_n4,6,10,1.0729893953093352,0,0,0,0,22096.0,22096.0,1381.0,1381.0,1381,1381,1,1,0.0,0.0,1,0,0.0,0.0,0.0
multiplier_n4,6,11,1.0729893953093352,0,0,0,0,22096.0,22096.0,1381.0,1381.0,1381,1381,1,1,0.0,0.0,1,0,0.0,0.0,0.0
multiplier_n4,6,12,1.0729893953093352,0,0,0,0,22096.0,22096.0,1381.0,1381.0,1381,1381,1,1,0.0,0.0,1,0,0.0,0.0,0.0
multiplier_n4,6,13,1.0729893953093352,0,0,0,0,22096.0,22096.0,1381.0,1381.0,1381,1381,1,1,0.0,0.0,1,0,0.0,0.0,0.0
multiplier_n4,6,14,1.0729893953093352,0,0,0,0,22096.0,22096.0,1381.0,1381.0,1381,1381,1,1,0.0,0.0,1,0,0.0,0.0,0.0
multiplier_n4,6,15,1.0729893953093352,0,0,0,0,22096.0,22096.0,1381.0,1381.0,1381,1381,1,1,0.0,0.0,1,0,0.0,0.0,0.0
multiplier_n4,7,0,1.0729893953093352,0,0,0,0,22096.0,22096.0,1381.0,1381.0,1381,1381,1,1,0.0,0.0,1,0,0.0,0.0,0.0
multiplier_n4,7,1,1.0729893953093352,0,0,0,0,22096.0,22096.0,1381.0,1381.0,1381,1381,1,1,0.0,0.0,1,0,0.0,0.0,0.0
multiplier_n4,7,2,1.0729893953093352,0,0,0,0,22096.0,22096.0,1381.0,1381.0,1381,1381,1,1,0.0,0.0,1,0,0.0,0.0,0.0
multiplier_n4,7,3,1.0729893953093352,0,0,0,0,22096.0,22096.0,1381.0,1381.0,1381,1381,1,1,0.0,0.0,1,0,0.0,0.0,0.0
multiplier_n4,7,4,1.0729893953093352,0,0,0,0,22096.0,22096.0,1381.0,1381.0,1381,1381,1,1,0.0,0.0,1,0,0.0,0.0,0.0
multiplier_n4,7,5,1.0729893953093352,0,0,0,0,22096.0,22096.0,1381.0,1381.0,1381,1381,1,1,0.0,0.0,1,0,0.0,0.0,0.0
multiplier_n4,7,6,1.0729893953093352,0,0,0,0,22096.0,22096.0,1381.0,1381.0,1381,1381,1,1,0.0,0.0,1,0,0.0,0.0,0.0
multiplier_n4,7,7,1.0729893953093352,0,0,0,0,22096.0,22096.0,1381.0,1381.0,1381,1381,1,1,0.0,0.0,1,0,0.0,0.0,0.0
multiplier_n4,7,8,1.0729893953093352,0,0,0,0,22096.0,22096.0,1381.0,1381.0,1381,1381,1,1,0.0,0.0,1,0,0.0,0.0,0.0
multiplier_n4,7,9,1.0729893953093352,0,0,0,0,22096.0,22096.0,1381.0,1381.0,1381,1381,1,1,0.0,0.0,1,0,0.0,0.0,0.0
multiplier_n4,7,10,1.0729893953093352,0,0,0,0,22096.0,22096.0,1381.0,1381.0,1381,1381,1,1,0.0,0.0,1,0,0.0,0.0,0.0
multiplier_n4,7,11,1.0729893953093352,0,0,0,0,22096.0,22096.0,1381.0,1381.0,1381,1381,1,1,0.0,0.0,1,0,0.0,0.0,0.0
multiplier_n4,7,12,1.0729893953093352,0,0,0,0,22096.0,22096.0,1381.0,1381.0,1381,1381,1,1,0.0,0.0,1,0,0.0,0.0,0.0
multiplier_n4,7,13,1.0729893953093352,0,0,0,0,22096.0,22096.0,1381.0,1381.0,1381,1381,1,1,0.0,0.0,1,0,0.0,0.0,0.0
multiplier_n4,7,14,1.0729893953093352,0,0,0,0,22096.0,22096.0,1381.0,1381.0,1381,1381,1,1,0.0,0.0,1,0,0.0,0.0,0.0
multiplier_n4,7,15,1.0729893953093352,0,0,0,0,22096.0,22096.0,1381.0,1381.0,1381,1381,1,1,0.0,0.0,1,0,0.0,0.0,0.0
